evaluation_num,kfold_split_num,username,forum_num_days,video_stop_backward_seek_avg,watched_time_hour,qz_mean,seek_video_avg,watched_time_weekday,active_num_days,video_avg_count,label_val_predict,label_val_test
1,3,Y1050283,-0.167600380788,0.712678569188,-0.4181854541,-0.140420722269,-0.313954041197,0.0303738376975,-0.297359561221,-0.425907812388,23.925644613,20.0
1,3,Y1050296,-0.167600380788,-0.610011345351,-0.855655817339,-0.24239291344,-0.0726090837918,0.228888562649,-0.152248095345,-0.261210668212,21.8434187778,20.0
1,3,Y1050297,-0.167600380788,-0.610011345351,-0.52808257899,-1.26211482515,-1.2620949436,-0.763685062109,-0.877805424723,-0.762310489854,0.59782749605,10.0
1,3,Y1050318,-0.167600380788,1.12208259098,0.529877630374,0.981273380616,1.93976183397,-0.565170337157,1.44397802929,0.649879916592,52.5034956507,40.0
1,3,Y1050335,-0.167600380788,0.407442436081,0.101172016484,-0.344365104611,0.200873598741,0.824432737504,-0.152248095345,0.0366458691276,18.492890961,10.0
1,3,Y1050336,-0.167600380788,-0.610011345351,0.172338628144,1.28718995413,0.212790905002,0.228888562649,-0.587582492972,-0.100017718593,51.8138628549,50.0
1,3,Y1050361,-0.167600380788,-0.610011345351,1.64318842459,0.267468042417,0.361596351763,0.228888562649,0.863532165785,-0.210983879539,37.2963002296,30.0
1,3,Y1050363,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
1,3,Y1050369,-0.167600380788,-0.169114704967,-0.905429158422,-0.24239291344,0.196236063337,1.41997691236,-0.442471027096,0.0366458691276,18.2969919417,10.0
1,3,Y1050375,-0.167600380788,1.04335104782,-0.621322018341,0.0635236600739,-0.550989266797,-0.565170337157,1.87931242691,-0.173605804289,39.603157085,30.0
1,3,Y1050376,-0.167600380788,-0.00878865632334,1.24342232804,2.30691186584,0.486134912447,-0.565170337157,2.16953535867,0.0817665457217,87.0465446103,90.0
1,3,Y1050396,-0.167600380788,2.39252339028,1.76050917708,0.165495851245,1.08157802307,-0.565170337157,2.02442389279,0.041902160963,39.7984910218,20.0
1,3,Y1050398,-0.167600380788,-0.610011345351,-1.29153598611,-1.4660592075,-1.07246676312,-1.16071451201,-1.16802835647,-0.650176264032,0.0,0.0
1,3,Y1050401,-0.167600380788,-0.610011345351,-0.445382826081,-0.650281678125,-1.025059718,-0.565170337157,-1.0229168906,-0.734276933399,12.1256731197,10.0
1,3,Y1050406,-0.167600380788,-0.610011345351,-0.625662895877,-0.854226060468,-0.313954041197,-1.16071451201,-1.0229168906,-0.657184653146,7.20698957271,10.0
1,3,Y1050424,-0.167600380788,0.504211137867,0.217090616589,-0.0384485310974,0.860916207635,-0.366655612206,-0.297359561221,0.885829016782,24.6200914596,30.0
1,3,Y1050443,-0.167600380788,-0.610011345351,-1.29781229738,-1.4660592075,-0.313954041197,-1.16071451201,-1.16802835647,-0.657184653146,0.0,0.0
1,3,Y1050444,-0.167600380788,-0.610011345351,-1.05976942312,-0.446337295783,-0.550989266797,-0.565170337157,0.137974836406,-0.0240935031964,20.8207850627,10.0
1,3,Y1050453,-0.167600380788,2.44234999894,-0.333728175668,-0.0384485310974,-0.605689702818,2.01552108721,0.428197768158,-0.175357901567,27.1367861679,20.0
1,4,Y1050276,-0.167600380788,-0.610011345351,-0.890212576953,0.0635236600739,-0.997709499513,2.61106526207,-0.297359561221,0.211855596974,21.622702215,40.0
1,4,Y1050281,-0.167600380788,-0.610011345351,-0.634247791089,-0.854226060468,-0.313954041197,-1.16071451201,-1.0229168906,-0.488983314413,9.37726945257,10.0
1,4,Y1050282,-0.167600380788,-0.610011345351,-0.466795923267,-0.24239291344,0.00209292595336,0.0303738376975,-0.442471027096,-0.272891316759,21.2731292431,10.0
1,4,Y1050295,-0.167600380788,-0.610011345351,1.52913342661,0.777328998273,0.835307658567,0.625918012552,0.863532165785,-0.317861813546,46.8577567745,30.0
1,4,Y1050299,-0.167600380788,-0.610011345351,-0.688919490232,-1.05817044281,-0.471977525247,-0.565170337157,-1.0229168906,-0.166597415175,3.22722528522,10.0
1,4,Y1050302,-0.167600380788,0.0513336119181,-0.0109703950355,-1.4660592075,-0.651070806917,-0.565170337157,-0.152248095345,-0.439924590636,0.0,10.0
1,4,Y1050311,-0.167600380788,-0.309400004144,-0.502724017715,-0.0384485310974,1.81617059594,0.228888562649,1.73420096104,0.482346043522,30.2265730646,20.0
1,4,Y1050313,-0.167600380788,-0.610011345351,-0.325424310071,-0.140420722269,0.191721106433,0.427403287601,-0.297359561221,-0.322183653503,22.8879164758,30.0
1,4,Y1050321,-0.167600380788,-0.610011345351,-0.538616481536,0.981273380616,-1.07246676312,-1.16071451201,-1.16802835647,-0.671201431374,49.8917393861,20.0
1,4,Y1050365,-0.167600380788,0.463600596035,1.3529366426,1.79705090999,0.925606792851,1.41997691236,0.718420699909,0.697770575583,64.7871740709,96.0
1,4,Y1050372,-0.167600380788,1.66962467699,0.677481967875,0.573384615931,1.28423800962,0.427403287601,0.718420699909,0.554916244099,38.3063036571,50.0
1,4,Y1050380,-0.167600380788,-0.610011345351,0.851906742252,0.879301189445,0.579486424234,0.625918012552,2.16953535867,0.0506626473553,52.7112919686,80.0
1,4,Y1050391,-0.167600380788,-0.610011345351,-0.559290106161,-0.24239291344,-1.04329319667,-0.96219978706,-0.732693958848,-0.697482890551,23.7068968066,10.0
1,4,Y1050414,5.96657355607,4.07451543972,0.878169601296,0.165495851245,1.56915913985,-0.168140887254,1.15375509754,1.6257981007,30.1304098464,53.0
1,4,Y1050415,-0.167600380788,-0.41549812068,0.248204653802,0.675356807102,0.879955769156,0.228888562649,0.573309234033,0.511347425084,43.4898575908,30.0
1,4,Y1050418,-0.167600380788,-0.610011345351,0.939711094979,-0.752253869297,-0.208605052147,2.01552108721,-0.587582492972,-0.488983314413,5.24841680658,20.0
1,4,Y1050433,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
1,4,Y1050434,-0.167600380788,6.00343822734,1.19257944271,-0.0384485310974,0.00209292595336,1.81700636226,-0.00713662946929,-0.540845393856,14.2424447961,20.0
1,5,Y1050275,-0.167600380788,-0.610011345351,0.142655049308,0.0635236600739,-0.056003942304,0.427403287601,-0.152248095345,-0.132957147428,28.8037387053,20.0
1,5,Y1050286,-0.167600380788,0.65756649162,-0.529398295285,1.28718995413,0.231226977683,0.625918012552,0.718420699909,0.656304273303,54.112729299,72.0
1,5,Y1050327,-0.167600380788,-0.334450944285,-1.17349328596,-1.4660592075,-0.847283298797,-0.96219978706,-0.877805424723,-0.3932019965,0.0,0.0
1,5,Y1050328,-0.167600380788,-0.287404047832,0.399254475336,1.28718995413,2.50734327805,-0.366655612206,1.44397802929,4.67059275122,54.296399513,71.0
1,5,Y1050330,-0.167600380788,0.216669851235,2.14402859322,-0.140420722269,-0.590495138047,-0.168140887254,0.718420699909,-0.432916201502,33.193992333,10.0
1,5,Y1050337,-0.167600380788,-0.610011345351,-0.475847900884,-0.344365104611,-0.882838582637,0.0303738376975,-1.16802835647,-0.57308398378,18.0458411864,10.0
1,5,Y1050340,-0.167600380788,-0.610011345351,1.92659478415,-0.446337295783,0.00209292595336,1.22146218741,0.283086302282,-0.226168722643,21.863197983,10.0
1,5,Y1050341,-0.167600380788,-0.610011345351,0.8200502304,0.0635236600739,-0.380490244309,-0.168140887254,-0.297359561221,-0.119874821059,31.2151247656,20.0
1,5,Y1050350,-0.167600380788,2.18233402832,0.922817434823,-0.446337295783,2.18281700147,0.228888562649,1.73420096104,1.08650255839,19.7108180293,10.0
1,5,Y1050358,-0.167600380788,0.126915889915,1.49604322267,0.471412424759,-0.114693953288,0.228888562649,1.15375509754,-0.200237682921,44.5711908553,50.0
1,5,Y1050392,-0.167600380788,-0.610011345351,-1.38352211321,0.267468042417,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,31.5547365646,20.0
1,5,Y1050402,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
1,5,Y1050409,-0.167600380788,-0.610011345351,-1.38352211321,-0.854226060468,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,8.18179168805,10.0
1,5,Y1050411,-0.167600380788,-0.610011345351,-0.569888446353,-0.650281678125,-1.2620949436,-1.16071451201,-0.877805424723,-0.75530210074,15.244780671,10.0
1,5,Y1050419,-0.167600380788,-0.610011345351,-1.38352211321,-0.752253869297,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,10.3066048586,10.0
1,5,Y1050423,-0.167600380788,-0.610011345351,-0.699820003747,-0.752253869297,0.0171427816674,0.0303738376975,-0.732693958848,-0.187622582516,8.58150424295,10.0
1,5,Y1050432,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.16802835647,-0.734276933399,0.0,0.0
1,5,Y1050435,-0.167600380788,-0.610011345351,-1.38352211321,-0.548309486954,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,14.5562311998,10.0
1,6,Y1050304,-0.167600380788,-0.610011345351,0.0204229487104,-0.854226060468,-0.965800911598,-0.763685062109,-0.732693958848,-0.404882645047,10.1262195086,10.0
1,6,Y1050307,-0.167600380788,-0.610011345351,-0.489973757776,-1.4660592075,-0.539701875012,-0.565170337157,-0.877805424723,-0.58359656745,0.0,10.0
1,6,Y1050315,-0.167600380788,-0.279338866717,0.7140426603,-0.0384485310974,1.2809544052,0.228888562649,-0.297359561221,2.95914412961,29.5950407329,20.0
1,6,Y1050323,-0.167600380788,0.366259784566,1.86498896602,2.40888405701,0.81027017192,-0.565170337157,2.31464682454,-0.0357741516924,87.825093913,88.0
1,6,Y1050324,-0.167600380788,0.0198409933307,0.12676802415,0.879301189445,2.11735012969,2.01552108721,0.283086302282,8.66046867375,58.8320054927,30.0
1,6,Y1050325,-0.167600380788,0.492230252302,1.1516131968,-0.0384485310974,1.69821165146,1.02294746246,0.283086302282,0.639367332921,24.209748864,20.0
1,6,Y1050331,-0.167600380788,-0.610011345351,2.00631929464,-0.548309486954,0.943050943275,0.625918012552,0.283086302282,0.323989822796,16.5584886266,10.0
1,6,Y1050345,-0.167600380788,-0.610011345351,-1.38352211321,-0.854226060468,-1.2620949436,-1.35922923696,-0.732693958848,-0.769318878968,9.79887530866,10.0
1,6,Y1050377,-0.167600380788,0.712678569188,0.257005999684,1.08324557179,-0.882838582637,-0.366655612206,0.137974836406,-0.646672069475,52.8759912461,40.0
1,6,Y1050381,-0.167600380788,1.66714712006,1.3721338025,1.18521776296,1.62834559172,-0.565170337157,1.58908949516,-0.0368254100595,55.5657423104,55.0
1,6,Y1050399,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
1,6,Y1050410,-0.167600380788,-0.610011345351,-0.596900583646,-0.0384485310974,-1.2620949436,-0.763685062109,-1.0229168906,-0.737781127956,26.0324120325,20.0
1,6,Y1050422,-0.167600380788,-0.309400004144,-0.522668829525,0.981273380616,0.177560560427,0.824432737504,-0.297359561221,0.397577908492,46.8433327635,40.0
1,6,Y1050430,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
1,6,Y1050438,-0.167600380788,-0.36506876883,-1.04628748418,-0.956198251639,0.00209292595336,0.427403287601,-0.732693958848,1.07038326342,5.97971828549,10.0
1,6,Y1050440,-0.167600380788,0.448543847981,0.980802628778,-0.854226060468,0.787392555937,0.625918012552,-0.00713662946929,0.0629273283046,7.33439217718,10.0
1,6,Y1050452,-0.167600380788,0.750447682092,1.20872934216,0.981273380616,0.592747136169,2.41255053712,0.283086302282,0.508544069438,46.7362746766,40.0
1,6,Y9999985,-0.167600380788,-0.610011345351,0.333246307781,1.69507871882,1.5823277636,0.625918012552,-0.442471027096,0.131259122165,58.220761724,59.0
1,7,Y1050287,-0.167600380788,1.89728546987,-0.205058774047,1.59310652764,1.01969470008,0.625918012552,0.428197768158,0.131259122165,61.6177803142,50.0
1,7,Y1050288,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
1,7,Y1050289,5.96657355607,0.492230252302,-0.428781489016,1.59310652764,1.47509754259,-0.763685062109,1.00864363166,2.12549624452,76.3856818609,60.0
1,7,Y1050294,-0.167600380788,1.78827256802,0.217533949987,0.675356807102,-0.100361860148,0.625918012552,-0.00713662946929,-0.272891316759,41.6291921483,40.0
1,7,Y1050298,-0.167600380788,-0.610011345351,0.295342131697,-0.24239291344,-0.0769188155973,1.41997691236,-0.732693958848,-0.390865866819,18.7528277416,10.0
1,7,Y1050310,-0.167600380788,-0.610011345351,-0.552431406922,-0.446337295783,-0.618713616562,-0.96219978706,-0.732693958848,-0.622142707577,18.0637938382,10.0
1,7,Y1050342,-0.167600380788,-0.610011345351,0.355026093919,1.49113433647,-0.737231229363,-0.366655612206,-0.442471027096,-0.521689130301,61.2072796979,50.0
1,7,Y1050346,-0.167600380788,-0.0588905498313,-1.2290318313,-0.140420722269,-0.709012750847,-0.565170337157,1.15375509754,-0.394370061376,30.4594838978,50.0
1,7,Y1050357,-0.167600380788,-0.0588905498313,-0.834127192917,-0.24239291344,1.09696992062,0.427403287601,0.137974836406,0.338006601024,20.9763456924,20.0
1,7,Y1050366,-0.167600380788,0.492230252302,0.244784133781,-0.24239291344,-0.274448169948,0.625918012552,-0.587582492972,0.0950491117198,20.1688789624,10.0
1,7,Y1050368,-0.167600380788,-0.00878865632334,0.148718489582,-0.0384485310974,0.856856315698,0.427403287601,-0.297359561221,0.758509947857,24.4543926633,20.0
1,7,Y1050379,-0.167600380788,-0.610011345351,-0.147261836431,1.69507871882,-0.80538971104,0.0303738376975,1.73420096104,-0.489567346837,72.5233856814,60.0
1,7,Y1050382,-0.167600380788,3.79895503865,-0.662379033747,0.165495851245,0.785027459226,0.427403287601,0.137974836406,-0.198135166187,29.0709662176,20.0
1,7,Y1050404,-0.167600380788,-0.610011345351,-1.38352211321,-0.650281678125,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,12.9415540854,10.0
1,7,Y1050407,5.96657355607,-0.0588905498313,1.48985741038,-0.548309486954,0.365546938224,1.61849163731,0.137974836406,0.0366458691276,25.206145047,10.0
1,7,Y1050412,-0.167600380788,1.35364594739,-0.648655010752,0.879301189445,1.63925162891,0.427403287601,1.00864363166,1.52803107256,47.3518709388,30.0
1,7,Y1050429,-0.167600380788,0.334767165978,-0.413623985932,-1.26211482515,-0.607426225725,0.228888562649,-0.442471027096,-0.0369422165681,0.0,10.0
1,7,Y1050442,-0.167600380788,-0.00878865632334,-0.869136805215,-0.446337295783,-0.400148668774,0.0303738376975,-0.587582492972,0.716459613173,16.6579554491,10.0
1,8,Y1050274,-0.167600380788,-0.610011345351,0.558331780276,1.18521776296,0.0754609725594,2.61106526207,0.137974836406,-0.0731522270132,47.8932938736,80.0
1,8,Y1050285,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
1,8,Y1050312,-0.167600380788,-0.610011345351,-0.535727260137,-0.446337295783,-0.503582221677,0.228888562649,-0.877805424723,-0.495991703527,14.3070789977,10.0
1,8,Y1050316,-0.167600380788,0.407442436081,0.750391168592,-0.446337295783,-0.406857957472,-0.763685062109,0.137974836406,-0.112866431945,22.257741117,10.0
1,8,Y1050320,-0.167600380788,0.592434032705,0.578732256036,-0.24239291344,0.160116410003,0.228888562649,1.73420096104,0.215359791531,30.2127269915,10.0
1,8,Y1050339,-0.167600380788,-0.610011345351,-0.722036379249,0.165495851245,-0.991197542641,-1.16071451201,-1.0229168906,-0.66419304226,29.6540515306,20.0
1,8,Y1050344,-0.167600380788,-0.610011345351,2.12963865113,0.981273380616,0.779896826079,-0.366655612206,1.87931242691,-0.187622582516,57.092983791,40.0
1,8,Y1050352,-0.167600380788,0.380237786406,1.82243194376,1.49113433647,0.764605530077,-0.168140887254,1.73420096104,-0.298705549971,65.6334118594,80.0
1,8,Y1050385,-0.167600380788,0.492230252302,0.939689510009,1.69507871882,1.69294420253,2.21403581216,1.00864363166,2.54564917189,61.7197306324,40.0
1,8,Y1050387,-0.167600380788,2.45622436803,1.75123553929,-1.26211482515,1.40131904579,0.824432737504,1.15375509754,-0.0336716349583,2.87108674754,10.0
1,8,Y1050389,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
1,8,Y1050390,-0.167600380788,-0.610011345351,-1.20246432499,-0.854226060468,-1.2620949436,-0.168140887254,-0.877805424723,-0.706243376943,7.74715679332,10.0
1,8,Y1050394,-0.167600380788,1.04335104782,0.222243448346,-0.140420722269,-0.234942299647,-0.168140887254,-0.587582492972,-0.528697519415,22.2355383851,20.0
1,8,Y1050420,-0.167600380788,-0.610011345351,-0.615630920597,0.981273380616,-0.0227393355956,-0.168140887254,0.863532165785,-0.550890751611,50.4065569909,75.0
1,8,Y1050431,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
1,8,Y1050447,-0.167600380788,-0.610011345351,-0.274894008226,-0.752253869297,0.0923920602377,1.41997691236,-1.0229168906,0.0716878146969,4.5442976938,10.0
1,8,Y1050450,-0.167600380788,0.0198409933307,0.380004996988,-0.24239291344,0.327169806912,2.21403581216,-0.00713662946929,1.01548421539,19.1058953406,10.0
1,8,Y1050454,-0.167600380788,-0.345473362444,0.703624662873,1.3891621453,1.36290086945,0.427403287601,0.428197768158,0.204613594913,54.3154473444,90.0
1,9,Y1050279,-0.167600380788,-0.101284454635,0.595152773182,1.08324557179,0.277568429998,0.0303738376975,1.29886656341,0.6776798601,55.1412525711,70.0
1,9,Y1050280,-0.167600380788,-0.610011345351,-0.838453105888,-0.650281678125,-1.10407145955,0.824432737504,-0.00713662946929,-0.524025259982,14.8452511417,10.0
1,9,Y1050291,-0.167600380788,-0.610011345351,-0.503464201743,1.49113433647,-0.571306571442,0.427403287601,-0.587582492972,0.499199550643,58.7339964958,40.0
1,9,Y1050293,-0.167600380788,0.407442436081,2.19688836282,2.00099529233,-0.115990555883,0.228888562649,0.137974836406,0.772526726084,70.9992447309,80.0
1,9,Y1050303,-0.167600380788,1.65745708052,0.780738620042,-0.0384485310974,1.66359698313,0.427403287601,0.283086302282,0.683753797075,23.3174483288,20.0
1,9,Y1050326,-0.167600380788,-0.00878865632334,0.812090913403,0.0635236600739,0.89708047574,1.81700636226,-0.297359561221,0.290115942103,24.8319790258,20.0
1,9,Y1050353,-0.167600380788,1.07422878755,0.721240929584,0.267468042417,1.10386146475,-0.565170337157,2.16953535867,0.300161299809,38.8244406411,50.0
1,9,Y1050356,-0.167600380788,0.351944953125,-0.523713616702,0.165495851245,1.63962183906,0.0303738376975,1.15375509754,0.327844436809,32.3604008109,30.0
1,9,Y1050370,-0.167600380788,-0.610011345351,-0.312226128639,-0.0384485310974,0.0871824943606,0.625918012552,-0.732693958848,-0.00190027099874,24.1224280867,20.0
1,9,Y1050373,-0.167600380788,-0.101284454635,-0.737316870162,-0.0384485310974,-0.75155753505,-0.168140887254,-0.152248095345,-0.562571400109,27.6509997518,20.0
1,9,Y1050383,-0.167600380788,-0.610011345351,-0.92874533364,-0.650281678125,-1.2620949436,-0.366655612206,-1.0229168906,-0.741285322513,12.9323314148,10.0
1,9,Y1050386,-0.167600380788,-0.610011345351,-0.142874157132,0.471412424759,0.986353481688,0.824432737504,0.718420699909,-0.0451186705577,38.5870095303,30.0
1,9,Y1050388,-0.167600380788,-0.610011345351,-0.53654690632,0.267468042417,-0.693210402157,-0.763685062109,-0.877805424723,-0.702739182386,32.9045955021,20.0
1,9,Y1050405,-0.167600380788,-0.610011345351,-1.38352211321,-1.05817044281,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,4.18019076969,10.0
1,9,Y1050416,-0.167600380788,1.18506782155,0.796372501363,0.879301189445,-0.493731406528,-0.565170337157,2.02442389279,-0.462468242238,53.7800047232,63.0
1,9,Y1050426,-0.167600380788,1.08009243728,0.720333013428,1.18521776296,0.265465399053,0.0303738376975,-0.152248095345,-0.0649757730236,51.3266297849,40.0
1,9,Y1050436,-0.167600380788,-0.610011345351,-1.08746212938,-1.05817044281,-1.07246676312,-0.96219978706,-1.0229168906,-0.587100762007,4.47530351001,10.0
1,9,Y9999984,-0.167600380788,2.72067521874,1.08480619298,0.981273380616,1.54213483437,1.02294746246,0.573309234033,0.387065324821,44.8353695644,66.0
1,10,Y1050284,-0.167600380788,-0.610011345351,0.396149657323,0.369440233588,0.146571540239,0.228888562649,0.428197768158,-0.393201996548,37.455240835,30.0
1,10,Y1050305,-0.167600380788,-0.295085172704,0.610505514818,0.471412424759,0.137541626432,-0.565170337157,0.863532165785,-0.259458570934,42.0502266991,20.0
1,10,Y1050306,-0.167600380788,-0.610011345351,0.339286376379,-1.16014263398,0.781675446442,0.0303738376975,0.863532165785,-0.503000092641,8.36632688069,10.0
