username,forum_num_days,qz_mean,video_stop_backward_seek_sum,mt_online_num_day,predict_score,real_score
Y1050376,2.81365951926,-0.246736543706,-1.34887113177,-0.0225709475138,85.5941483333,90.0
Y1050377,0.991217992251,0.289448049783,-0.95039331928,-0.512927945574,49.3544756621,40.0
Y1050378,2.88493436935,-0.248834896233,-1.39827909012,0.054488857049,87.6772347889,93.0
Y1050379,0.702116178741,0.236154872588,-1.15482324869,1.7185830507,60.332306864,60.0
Y1050380,1.70396649393,0.268464524494,-1.44447290341,0.257670100979,70.1853402434,80.0
Y1050381,2.42457948499,-0.748715502466,-0.416733115237,-0.651192785949,66.9132293296,55.0
Y1050382,-0.432418140437,-0.757311282292,0.956492576285,0.0760403507869,12.5550365723,20.0
Y1050383,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050384,0.790980878464,-2.84706286594,2.75813426471,0.566885377999,19.0717324086,30.0
Y1050385,0.811960095686,-0.280512553874,-0.568540941081,1.6293798449,56.2329930685,40.0
Y1050386,0.133918584027,0.283784986469,-0.558528700009,-0.167770493756,34.012526688,30.0
Y1050387,0.324762710895,-2.31990367684,2.41889174901,0.270789560757,12.7556139196,10.0
Y1050388,-0.58083112403,0.273925218101,-0.265479997445,0.331506567186,22.8367506252,20.0
Y1050389,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050390,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050391,-0.684811757548,-0.236447150775,0.469026185377,0.0111239474635,12.4881774565,10.0
Y1050392,-0.509556273733,0.271826865569,-0.314887955947,0.40856637198,24.9198370871,20.0
Y1050393,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050394,-0.827361457927,-0.232250445716,0.567842102232,-0.142995661893,8.32200453904,20.0
Y1050395,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050396,0.13978186724,-0.743254808865,0.762259790576,-0.577356319511,19.5646397176,20.0
Y1050397,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,20.0
Y1050398,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050399,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050400,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,20.0
Y1050401,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050402,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050403,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,20.0
Y1050404,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050405,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050406,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050407,-0.58083112403,0.273925218101,-0.265479997445,0.331506567186,22.8367506252,10.0
Y1050408,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050409,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050410,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,20.0
Y1050411,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050412,0.927667295627,-1.82421977566,1.33852985726,1.13059081311,37.6857922964,30.0
Y1050413,2.06820523415,-0.738223739822,-0.169693323173,-1.03649180923,56.497797039,60.0
Y1050414,2.71554216874,-1.78414870791,0.706423541782,-0.752539393223,60.797688188,53.0
Y1050415,-0.58083112403,0.273925218101,-0.265479997445,0.331506567186,22.8367506252,30.0
Y1050416,3.21446611975,-1.7988371756,0.360567833012,-0.213120760821,75.3792933899,63.0
Y1050417,2.38601041834,-0.234146428535,-1.05242338135,-0.484929775353,73.095629587,62.0
Y1050418,0.278469490782,0.310431575066,-0.456313735302,-1.2835259919,28.5236110871,20.0
Y1050419,-1.00848022495,0.286515333272,0.0309677529711,-0.130852260654,10.3382318789,10.0
Y1050420,2.06234195115,0.288816055506,-1.49048181391,-0.626905983239,70.9456840156,75.0
Y1050421,1.13963097584,-0.74178845061,0.27157925445,-0.768394161972,39.0727616093,60.0
Y1050422,-0.0819071728097,0.259236750398,-0.611335706363,0.870925199819,37.4183558333,40.0
Y1050423,-0.865930524575,0.282318628213,-0.0678481638838,0.0232673487032,14.5044047964,10.0
Y1050424,-0.289868440272,-0.761507987344,0.857676659579,0.230159959912,16.7212094836,30.0
Y1050425,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050426,0.203192227735,0.250843340286,-0.808967539925,1.1791644183,45.7507016621,40.0
Y1050427,3.46099645386,-1.2926615118,-0.472754266809,0.261381468489,89.8940394823,96.0
Y1050428,-0.827361457927,-0.232250445716,0.567842102232,-0.142995661893,8.32200453904,20.0
Y1050429,0.434606627623,-2.83657110329,3.00517405677,0.181586354723,8.65630011791,10.0
Y1050430,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050431,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050432,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050433,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050434,-0.827361457927,-0.232250445716,0.567842102232,-0.142995661893,8.32200453904,20.0
Y1050435,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050436,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050437,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050438,0.101212800592,-0.228685734934,0.12656952446,-0.411093308915,25.747039975,10.0
Y1050439,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050440,0.182213010515,-2.31570697178,2.51770766587,0.1166699514,8.58944100214,10.0
Y1050441,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050442,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050443,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050444,-0.507555067359,0.302670159225,-0.113857074384,-0.861308735515,15.2647485686,10.0
Y1050445,-0.438281423651,0.269728513042,-0.3642959143,0.485626176542,27.0029235427,20.0
Y1050446,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050447,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050448,-0.684811757548,-0.236447150775,0.469026185377,0.0111239474635,12.4881774565,20.0
Y1050449,0.280330361031,-0.778294807575,0.462412992307,0.846638397108,33.3859011474,20.0
Y1050450,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050451,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050452,0.598135545224,-0.274217496288,-0.420317065873,1.39820043098,49.9837336954,40.0
Y1050453,-0.0374748231623,-1.28237211886,1.34514305049,0.295076363236,16.7880685994,20.0
Y1050454,2.38400921197,-0.264989722192,-1.25345426292,0.784945332141,82.7507181055,90.0
Y9999984,2.93322879583,-2.84832685448,1.67795727575,0.338929302205,62.254149103,66.0
Y9999985,0.702116178741,0.236154872588,-1.15482324869,1.7185830507,60.332306864,59.0
