evaluation_num,kfold_split_num,username,forum_num_days,video_stop_backward_seek_avg,watched_time_hour,qz_mean,seek_video_avg,watched_time_weekday,active_num_days,video_avg_count,label_val_predict,label_val_test
6,2,Y1050307,-0.167600380788,-0.610011345351,-0.489973757776,-1.4660592075,-0.539701875012,-0.565170337157,-0.877805424723,-0.58359656745,0.154431436723,10.0
6,2,Y1050313,-0.167600380788,-0.610011345351,-0.325424310071,-0.140420722269,0.191721106433,0.427403287601,-0.297359561221,-0.322183653503,21.304897229,30.0
6,2,Y1050317,-0.167600380788,1.25210892201,-0.166235019773,0.879301189445,0.519008661342,0.0303738376975,0.863532165785,0.773110758487,37.6646118515,55.0
6,2,Y1050332,-0.167600380788,2.54640776709,1.96995044056,0.573384615931,1.64517801207,0.228888562649,0.573309234033,0.851955136088,32.9356413057,40.0
6,2,Y1050335,-0.167600380788,0.407442436081,0.101172016484,-0.344365104611,0.200873598741,0.824432737504,-0.152248095345,0.0366458691276,18.4822232763,10.0
6,2,Y1050357,-0.167600380788,-0.0588905498313,-0.834127192917,-0.24239291344,1.09696992062,0.427403287601,0.137974836406,0.338006601024,20.9291988751,20.0
6,2,Y1050366,-0.167600380788,0.492230252302,0.244784133781,-0.24239291344,-0.274448169948,0.625918012552,-0.587582492972,0.0950491117198,18.6757637188,10.0
6,2,Y1050368,-0.167600380788,-0.00878865632334,0.148718489582,-0.0384485310974,0.856856315698,0.427403287601,-0.297359561221,0.758509947857,21.8552061666,20.0
6,2,Y1050378,-0.167600380788,0.517281192443,1.8430243748,1.79705090999,0.466217843676,-0.565170337157,1.15375509754,2.90202575834,77.244855585,93.0
6,2,Y1050379,-0.167600380788,-0.610011345351,-0.147261836431,1.69507871882,-0.80538971104,0.0303738376975,1.73420096104,-0.489567346837,81.3660061213,60.0
6,2,Y1050382,-0.167600380788,3.79895503865,-0.662379033747,0.165495851245,0.785027459226,0.427403287601,0.137974836406,-0.198135166187,29.4292914272,20.0
6,2,Y1050423,-0.167600380788,-0.610011345351,-0.699820003747,-0.752253869297,0.0171427816674,0.0303738376975,-0.732693958848,-0.187622582516,11.2703500647,10.0
6,2,Y1050433,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,2,Y1050441,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,2,Y1050442,-0.167600380788,-0.00878865632334,-0.869136805215,-0.446337295783,-0.400148668774,0.0303738376975,-0.587582492972,0.716459613173,14.8245913195,10.0
6,2,Y1050449,-0.167600380788,-0.610011345351,1.44979311175,0.165495851245,1.76405477021,2.80957998702,-0.00713662946929,0.922039027157,25.8555406855,20.0
6,3,Y1050275,-0.167600380788,-0.610011345351,0.142655049308,0.0635236600739,-0.056003942304,0.427403287601,-0.152248095345,-0.132957147428,23.612529529,20.0
6,3,Y1050293,-0.167600380788,0.407442436081,2.19688836282,2.00099529233,-0.115990555883,0.228888562649,0.137974836406,0.772526726084,81.8780866526,80.0
6,3,Y1050303,-0.167600380788,1.65745708052,0.780738620042,-0.0384485310974,1.66359698313,0.427403287601,0.283086302282,0.683753797075,24.5961605989,20.0
6,3,Y1050309,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,3,Y1050311,-0.167600380788,-0.309400004144,-0.502724017715,-0.0384485310974,1.81617059594,0.228888562649,1.73420096104,0.482346043522,25.7997188273,20.0
6,3,Y1050318,-0.167600380788,1.12208259098,0.529877630374,0.981273380616,1.93976183397,-0.565170337157,1.44397802929,0.649879916592,41.0553710522,40.0
6,3,Y1050319,-0.167600380788,-0.345473362444,0.730230658564,1.28718995413,-0.490940343295,1.22146218741,-0.587582492972,0.593812803681,69.5809812181,76.0
6,3,Y1050329,-0.167600380788,-0.610011345351,0.00098969339886,0.0635236600739,1.27448980797,0.427403287601,0.718420699909,0.802896412221,25.0453562434,20.0
6,3,Y1050342,-0.167600380788,-0.610011345351,0.355026093919,1.49113433647,-0.737231229363,-0.366655612206,-0.442471027096,-0.521689130301,43.74794027,50.0
6,3,Y1050362,-0.167600380788,-0.345473362444,1.39029945504,1.79705090999,1.39521911776,0.0303738376975,2.02442389279,0.197471712597,82.6314083191,80.0
6,3,Y1050380,-0.167600380788,-0.610011345351,0.851906742252,0.879301189445,0.579486424234,0.625918012552,2.16953535867,0.0506626473553,68.9589224715,80.0
6,3,Y1050389,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,3,Y1050390,-0.167600380788,-0.610011345351,-1.20246432499,-0.854226060468,-1.2620949436,-0.168140887254,-0.877805424723,-0.706243376943,8.74731884542,10.0
6,3,Y1050407,5.96657355607,-0.0588905498313,1.48985741038,-0.548309486954,0.365546938224,1.61849163731,0.137974836406,0.0366458691276,19.7980233739,10.0
6,3,Y1050424,-0.167600380788,0.504211137867,0.217090616589,-0.0384485310974,0.860916207635,-0.366655612206,-0.297359561221,0.885829016782,22.4010554122,30.0
6,3,Y1050430,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,3,Y1050432,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.16802835647,-0.734276933399,0.0,0.0
6,3,Y1050450,-0.167600380788,0.0198409933307,0.380004996988,-0.24239291344,0.327169806912,2.21403581216,-0.00713662946929,1.01548421539,19.0660387402,10.0
6,3,Y1050452,-0.167600380788,0.750447682092,1.20872934216,0.981273380616,0.592747136169,2.41255053712,0.283086302282,0.508544069438,38.2368344913,40.0
6,4,Y1050287,-0.167600380788,1.89728546987,-0.205058774047,1.59310652764,1.01969470008,0.625918012552,0.428197768158,0.131259122165,47.8972921168,50.0
6,4,Y1050305,-0.167600380788,-0.295085172704,0.610505514818,0.471412424759,0.137541626432,-0.565170337157,0.863532165785,-0.259458570934,32.3138887575,20.0
6,4,Y1050310,-0.167600380788,-0.610011345351,-0.552431406922,-0.446337295783,-0.618713616562,-0.96219978706,-0.732693958848,-0.622142707577,15.770842164,10.0
6,4,Y1050333,-0.167600380788,-0.610011345351,-0.229072386208,-0.344365104611,-0.906542105197,0.228888562649,0.863532165785,-0.712550927146,19.618223721,10.0
6,4,Y1050339,-0.167600380788,-0.610011345351,-0.722036379249,0.165495851245,-0.991197542641,-1.16071451201,-1.0229168906,-0.66419304226,24.4457367444,20.0
6,4,Y1050351,-0.167600380788,-0.610011345351,2.00089387247,1.08324557179,0.983890778612,0.625918012552,1.44397802929,0.29525542743,71.8523085426,70.0
6,4,Y1050363,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,4,Y1050372,-0.167600380788,1.66962467699,0.677481967875,0.573384615931,1.28423800962,0.427403287601,0.718420699909,0.554916244099,33.3175963036,50.0
6,4,Y1050377,-0.167600380788,0.712678569188,0.257005999684,1.08324557179,-0.882838582637,-0.366655612206,0.137974836406,-0.646672069475,40.5651056683,40.0
6,4,Y1050391,-0.167600380788,-0.610011345351,-0.559290106161,-0.24239291344,-1.04329319667,-0.96219978706,-0.732693958848,-0.697482890551,18.8590964984,10.0
6,4,Y1050398,-0.167600380788,-0.610011345351,-1.29153598611,-1.4660592075,-1.07246676312,-1.16071451201,-1.16802835647,-0.650176264032,0.0,0.0
6,4,Y1050404,-0.167600380788,-0.610011345351,-1.38352211321,-0.650281678125,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,11.7284005622,10.0
6,4,Y1050405,-0.167600380788,-0.610011345351,-1.38352211321,-1.05817044281,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,5.6592671639,10.0
6,4,Y1050406,-0.167600380788,-0.610011345351,-0.625662895877,-0.854226060468,-0.313954041197,-1.16071451201,-1.0229168906,-0.657184653146,9.28745202234,10.0
6,4,Y1050417,-0.167600380788,-0.101284454635,1.79308103374,1.08324557179,0.415385114276,1.02294746246,0.863532165785,0.613669906147,70.5747961291,62.0
6,4,Y1050418,-0.167600380788,-0.610011345351,0.939711094979,-0.752253869297,-0.208605052147,2.01552108721,-0.587582492972,-0.488983314413,10.372701431,20.0
6,4,Y1050429,-0.167600380788,0.334767165978,-0.413623985932,-1.26211482515,-0.607426225725,0.228888562649,-0.442471027096,-0.0369422165681,3.57285105873,10.0
6,4,Y1050447,-0.167600380788,-0.610011345351,-0.274894008226,-0.752253869297,0.0923920602377,1.41997691236,-1.0229168906,0.0716878146969,9.12749329246,10.0
6,5,Y1050278,-0.167600380788,-0.610011345351,1.14601256355,0.369440233588,0.00209292595336,2.61106526207,0.573309234033,-0.568411724368,27.0773344632,54.0
6,5,Y1050281,-0.167600380788,-0.610011345351,-0.634247791089,-0.854226060468,-0.313954041197,-1.16071451201,-1.0229168906,-0.488983314413,8.99873038049,10.0
6,5,Y1050285,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,5,Y1050294,-0.167600380788,1.78827256802,0.217533949987,0.675356807102,-0.100361860148,0.625918012552,-0.00713662946929,-0.272891316759,33.9883071954,40.0
6,5,Y1050304,-0.167600380788,-0.610011345351,0.0204229487104,-0.854226060468,-0.965800911598,-0.763685062109,-0.732693958848,-0.404882645047,8.90381747711,10.0
6,5,Y1050314,-0.167600380788,-0.00878865632334,-0.0909668315325,-0.446337295783,-0.0841017016238,-0.565170337157,-0.732693958848,0.127754927608,15.437912629,30.0
6,5,Y1050325,-0.167600380788,0.492230252302,1.1516131968,-0.0384485310974,1.69821165146,1.02294746246,0.283086302282,0.639367332921,23.1514059179,20.0
6,5,Y1050347,-0.167600380788,0.96461950466,0.40132831629,0.777328998273,0.37718163497,0.625918012552,0.718420699909,-0.0596026746796,36.2731999071,20.0
6,5,Y1050350,-0.167600380788,2.18233402832,0.922817434823,-0.446337295783,2.18281700147,0.228888562649,1.73420096104,1.08650255839,22.2953941186,10.0
6,5,Y1050360,-0.167600380788,0.492230252302,0.268803268406,0.165495851245,0.462994754352,0.824432737504,-0.152248095345,1.03884551241,24.7535078867,30.0
6,5,Y1050365,-0.167600380788,0.463600596035,1.3529366426,1.79705090999,0.925606792851,1.41997691236,0.718420699909,0.697770575583,78.8506774006,96.0
6,5,Y1050370,-0.167600380788,-0.610011345351,-0.312226128639,-0.0384485310974,0.0871824943606,0.625918012552,-0.732693958848,-0.00190027099874,20.0315563592,20.0
6,5,Y1050371,-0.167600380788,-0.610011345351,-0.257256832733,0.573384615931,-0.630001008348,0.228888562649,-0.442471027096,-0.110530302264,29.5013215767,40.0
6,5,Y1050375,-0.167600380788,1.04335104782,-0.621322018341,0.0635236600739,-0.550989266797,-0.565170337157,1.87931242691,-0.173605804289,28.8419341608,30.0
6,5,Y1050385,-0.167600380788,0.492230252302,0.939689510009,1.69507871882,1.69294420253,2.21403581216,1.00864363166,2.54564917189,48.1605588471,40.0
6,5,Y1050428,-0.167600380788,-0.0588905498313,-0.332359883898,-0.0384485310974,0.32039737203,1.61849163731,-0.00713662946929,0.088040722606,21.2665027657,20.0
6,5,Y1050446,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,5,Y1050454,-0.167600380788,-0.345473362444,0.703624662873,1.3891621453,1.36290086945,0.427403287601,0.428197768158,0.204613594913,72.7919566421,90.0
6,6,Y1050284,-0.167600380788,-0.610011345351,0.396149657323,0.369440233588,0.146571540239,0.228888562649,0.428197768158,-0.393201996548,29.0260380967,30.0
6,6,Y1050289,5.96657355607,0.492230252302,-0.428781489016,1.59310652764,1.47509754259,-0.763685062109,1.00864363166,2.12549624452,87.5128801615,60.0
6,6,Y1050291,-0.167600380788,-0.610011345351,-0.503464201743,1.49113433647,-0.571306571442,0.427403287601,-0.587582492972,0.499199550643,44.4945241689,40.0
6,6,Y1050296,-0.167600380788,-0.610011345351,-0.855655817339,-0.24239291344,-0.0726090837918,0.228888562649,-0.152248095345,-0.261210668212,19.0902740406,20.0
6,6,Y1050308,-0.167600380788,1.18506782155,0.29600670633,-1.4660592075,1.34137165395,-0.168140887254,1.73420096104,0.778617349964,4.5293390457,10.0
6,6,Y1050320,-0.167600380788,0.592434032705,0.578732256036,-0.24239291344,0.160116410003,0.228888562649,1.73420096104,0.215359791531,22.5589440988,10.0
6,6,Y1050321,-0.167600380788,-0.610011345351,-0.538616481536,0.981273380616,-1.07246676312,-1.16071451201,-1.16802835647,-0.671201431374,36.7400648543,20.0
6,6,Y1050322,5.96657355607,-0.610011345351,1.41030332114,2.51085624819,0.912882823481,0.228888562649,1.73420096104,0.324890901407,100.0,99.0
6,6,Y1050324,-0.167600380788,0.0198409933307,0.12676802415,0.879301189445,2.11735012969,2.01552108721,0.283086302282,8.66046867375,35.4542471182,30.0
6,6,Y1050341,-0.167600380788,-0.610011345351,0.8200502304,0.0635236600739,-0.380490244309,-0.168140887254,-0.297359561221,-0.119874821059,23.4580747488,20.0
6,6,Y1050364,-0.167600380788,-0.137622092993,0.959571367359,1.89902310116,1.63868578885,0.824432737504,0.863532165785,0.447337471201,83.3730144036,72.0
6,6,Y1050369,-0.167600380788,-0.169114704967,-0.905429158422,-0.24239291344,0.196236063337,1.41997691236,-0.442471027096,0.0366458691276,18.3810996968,10.0
6,6,Y1050373,-0.167600380788,-0.101284454635,-0.737316870162,-0.0384485310974,-0.75155753505,-0.168140887254,-0.152248095345,-0.562571400109,22.7844693345,20.0
6,6,Y1050400,-0.167600380788,1.04335104782,0.956964784722,-0.0384485310974,-0.0769188155973,-0.763685062109,0.718420699909,-0.20689565258,24.840386298,20.0
6,6,Y1050411,-0.167600380788,-0.610011345351,-0.569888446353,-0.650281678125,-1.2620949436,-1.16071451201,-0.877805424723,-0.75530210074,12.5652316517,10.0
6,6,Y1050422,-0.167600380788,-0.309400004144,-0.522668829525,0.981273380616,0.177560560427,0.824432737504,-0.297359561221,0.397577908492,37.1869600192,40.0
6,6,Y9999984,-0.167600380788,2.72067521874,1.08480619298,0.981273380616,1.54213483437,1.02294746246,0.573309234033,0.387065324821,70.9653657539,66.0
6,6,Y9999985,-0.167600380788,-0.610011345351,0.333246307781,1.69507871882,1.5823277636,0.625918012552,-0.442471027096,0.131259122165,47.3535639119,59.0
6,7,Y1050279,-0.167600380788,-0.101284454635,0.595152773182,1.08324557179,0.277568429998,0.0303738376975,1.29886656341,0.6776798601,70.3005295989,70.0
6,7,Y1050288,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,7,Y1050295,-0.167600380788,-0.610011345351,1.52913342661,0.777328998273,0.835307658567,0.625918012552,0.863532165785,-0.317861813546,36.1021363361,30.0
6,7,Y1050299,-0.167600380788,-0.610011345351,-0.688919490232,-1.05817044281,-0.471977525247,-0.565170337157,-1.0229168906,-0.166597415175,6.03388961083,10.0
6,7,Y1050323,-0.167600380788,0.366259784566,1.86498896602,2.40888405701,0.81027017192,-0.565170337157,2.31464682454,-0.0357741516924,92.2402702188,88.0
6,7,Y1050331,-0.167600380788,-0.610011345351,2.00631929464,-0.548309486954,0.943050943275,0.625918012552,0.283086302282,0.323989822796,16.6691044601,10.0
6,7,Y1050338,-0.167600380788,-0.610011345351,-0.851209589206,-0.446337295783,-0.669506879597,-0.763685062109,-0.587582492972,-0.517016870869,15.057236611,10.0
6,7,Y1050346,-0.167600380788,-0.0588905498313,-1.2290318313,-0.140420722269,-0.709012750847,-0.565170337157,1.15375509754,-0.394370061376,19.4887942818,50.0
6,7,Y1050352,-0.167600380788,0.380237786406,1.82243194376,1.49113433647,0.764605530077,-0.168140887254,1.73420096104,-0.298705549971,78.7598064895,80.0
6,7,Y1050353,-0.167600380788,1.07422878755,0.721240929584,0.267468042417,1.10386146475,-0.565170337157,2.16953535867,0.300161299809,28.6412540598,50.0
6,7,Y1050355,-0.167600380788,-0.610011345351,-0.187720797838,-0.650281678125,-0.630001008348,-0.366655612206,-0.587582492972,-0.695730793272,12.8071112062,10.0
6,7,Y1050381,-0.167600380788,1.66714712006,1.3721338025,1.18521776296,1.62834559172,-0.565170337157,1.58908949516,-0.0368254100595,43.503150906,55.0
6,7,Y1050387,-0.167600380788,2.45622436803,1.75123553929,-1.26211482515,1.40131904579,0.824432737504,1.15375509754,-0.0336716349583,7.91516962591,10.0
6,7,Y1050399,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,7,Y1050402,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,7,Y1050426,-0.167600380788,1.08009243728,0.720333013428,1.18521776296,0.265465399053,0.0303738376975,-0.152248095345,-0.0649757730236,41.5087195232,40.0
6,7,Y1050435,-0.167600380788,-0.610011345351,-1.38352211321,-0.548309486954,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,12.8556202308,10.0
6,7,Y1050451,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,8,Y1050276,-0.167600380788,-0.610011345351,-0.890212576953,0.0635236600739,-0.997709499513,2.61106526207,-0.297359561221,0.211855596974,18.4314910142,40.0
6,8,Y1050326,-0.167600380788,-0.00878865632334,0.812090913403,0.0635236600739,0.89708047574,1.81700636226,-0.297359561221,0.290115942103,22.7578441476,20.0
6,8,Y1050327,-0.167600380788,-0.334450944285,-1.17349328596,-1.4660592075,-0.847283298797,-0.96219978706,-0.877805424723,-0.3932019965,0.383931141611,0.0
6,8,Y1050330,-0.167600380788,0.216669851235,2.14402859322,-0.140420722269,-0.590495138047,-0.168140887254,0.718420699909,-0.432916201502,23.2297574178,10.0
6,8,Y1050336,-0.167600380788,-0.610011345351,0.172338628144,1.28718995413,0.212790905002,0.228888562649,-0.587582492972,-0.100017718593,40.1804335794,50.0
6,8,Y1050343,-0.167600380788,-0.610011345351,-1.38352211321,-1.4660592075,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,0.0,0.0
6,8,Y1050358,-0.167600380788,0.126915889915,1.49604322267,0.471412424759,-0.114693953288,0.228888562649,1.15375509754,-0.200237682921,31.9478153148,50.0
6,8,Y1050361,-0.167600380788,-0.610011345351,1.64318842459,0.267468042417,0.361596351763,0.228888562649,0.863532165785,-0.210983879539,28.5097395586,30.0
6,8,Y1050376,-0.167600380788,-0.00878865632334,1.24342232804,2.30691186584,0.486134912447,-0.565170337157,2.16953535867,0.0817665457217,91.7968189572,90.0
6,8,Y1050383,-0.167600380788,-0.610011345351,-0.92874533364,-0.650281678125,-1.2620949436,-0.366655612206,-1.0229168906,-0.741285322513,10.9276478147,10.0
6,8,Y1050384,5.96657355607,1.83066647283,0.81533770137,0.165495851245,2.03382343123,0.427403287601,0.137974836406,0.687257991842,29.6881990464,30.0
6,8,Y1050396,-0.167600380788,2.39252339028,1.76050917708,0.165495851245,1.08157802307,-0.565170337157,2.02442389279,0.041902160963,33.0096907819,20.0
6,8,Y1050412,-0.167600380788,1.35364594739,-0.648655010752,0.879301189445,1.63925162891,0.427403287601,1.00864363166,1.52803107256,37.874580688,30.0
6,8,Y1050413,-0.167600380788,1.27361690494,-0.559115161434,0.675356807102,1.01037232083,-0.763685062109,0.863532165785,0.650697562012,67.4321169644,60.0
6,8,Y1050421,-0.167600380788,-0.169114704967,0.203606556321,0.981273380616,0.774150517637,0.427403287601,-0.00713662946929,0.402250167855,68.3702660097,60.0
6,8,Y1050425,-0.167600380788,-0.610011345351,-1.38352211321,-0.854226060468,-1.2620949436,-1.35922923696,-1.16802835647,-0.769318878968,8.64658097023,10.0
6,8,Y1050438,-0.167600380788,-0.36506876883,-1.04628748418,-0.956198251639,0.00209292595336,0.427403287601,-0.732693958848,1.07038326342,6.15730004325,10.0
6,8,Y1050443,-0.167600380788,-0.610011345351,-1.29781229738,-1.4660592075,-0.313954041197,-1.16071451201,-1.16802835647,-0.657184653146,0.640020141576,0.0
6,9,Y1050274,-0.167600380788,-0.610011345351,0.558331780276,1.18521776296,0.0754609725594,2.61106526207,0.137974836406,-0.0731522270132,69.5421980858,80.0
6,9,Y1050283,-0.167600380788,0.712678569188,-0.4181854541,-0.140420722269,-0.313954041197,0.0303738376975,-0.297359561221,-0.425907812388,21.4120130995,20.0
6,9,Y1050301,-0.167600380788,-0.610011345351,0.236807082181,-1.4660592075,-0.0404518582503,0.0303738376975,-0.587582492972,-0.222664528086,0.691748230355,10.0
6,9,Y1050312,-0.167600380788,-0.610011345351,-0.535727260137,-0.446337295783,-0.503582221677,0.228888562649,-0.877805424723,-0.495991703527,15.1919746824,10.0
6,9,Y1050315,-0.167600380788,-0.279338866717,0.7140426603,-0.0384485310974,1.2809544052,0.228888562649,-0.297359561221,2.95914412961,20.9367077471,20.0
6,9,Y1050334,-0.167600380788,-0.196670747058,-0.142092082161,-0.344365104611,-0.531236331647,-0.763685062109,0.137974836406,-0.463285887639,19.0092627253,20.0
6,9,Y1050337,-0.167600380788,-0.610011345351,-0.475847900884,-0.344365104611,-0.882838582637,0.0303738376975,-1.16802835647,-0.57308398378,16.3502644776,10.0
6,9,Y1050340,-0.167600380788,-0.610011345351,1.92659478415,-0.446337295783,0.00209292595336,1.22146218741,0.283086302282,-0.226168722643,17.7579992973,10.0
6,9,Y1050344,-0.167600380788,-0.610011345351,2.12963865113,0.981273380616,0.779896826079,-0.366655612206,1.87931242691,-0.187622582516,42.2336532665,40.0
6,9,Y1050354,-0.167600380788,-0.610011345351,0.404726141007,1.28718995413,0.93402629165,-0.168140887254,1.58908949516,0.259913122347,45.2532820313,50.0
6,9,Y1050374,-0.167600380788,1.15357520957,0.946288312665,0.573384615931,0.144314061313,1.22146218741,-0.152248095345,0.127754927608,32.4654198963,30.0
6,9,Y1050386,-0.167600380788,-0.610011345351,-0.142874157132,0.471412424759,0.986353481688,0.824432737504,0.718420699909,-0.0451186705577,31.3107296575,30.0
6,9,Y1050388,-0.167600380788,-0.610011345351,-0.53654690632,0.267468042417,-0.693210402157,-0.763685062109,-0.877805424723,-0.702739182386,26.2407601541,20.0
6,9,Y1050408,-0.167600380788,-0.610011345351,-0.62254800062,-0.446337295783,-1.2620949436,-0.565170337157,-1.16802835647,-0.741285322513,15.0164078608,10.0
6,9,Y1050410,-0.167600380788,-0.610011345351,-0.596900583646,-0.0384485310974,-1.2620949436,-0.763685062109,-1.0229168906,-0.737781127956,21.4089428332,20.0
6,9,Y1050415,-0.167600380788,-0.41549812068,0.248204653802,0.675356807102,0.879955769156,0.228888562649,0.573309234033,0.511347425084,34.2081317894,30.0
6,9,Y1050439,-0.167600380788,-0.610011345351,0.543625440416,-0.24239291344,-1.2620949436,0.824432737504,1.44397802929,-0.663024977405,22.4365484155,10.0
6,9,Y1050445,-0.167600380788,-0.610011345351,0.512875852652,0.675356807102,1.50783097801,1.22146218741,0.428197768158,0.856627395451,33.5328422783,20.0
6,10,Y1050277,-0.167600380788,-0.610011345351,0.227043386974,-0.854226060468,-0.630001008348,0.228888562649,-0.732693958848,0.0880407223957,8.89373003928,10.0
6,10,Y1050306,-0.167600380788,-0.610011345351,0.339286376379,-1.16014263398,0.781675446442,0.0303738376975,0.863532165785,-0.503000092641,7.84650531869,10.0
6,10,Y1050316,-0.167600380788,0.407442436081,0.750391168592,-0.446337295783,-0.406857957472,-0.763685062109,0.137974836406,-0.112866431945,17.5876433945,10.0
6,10,Y1050328,-0.167600380788,-0.287404047832,0.399254475336,1.28718995413,2.50734327805,-0.366655612206,1.44397802929,4.67059275122,71.9544380931,71.0
6,10,Y1050345,-0.167600380788,-0.610011345351,-1.38352211321,-0.854226060468,-1.2620949436,-1.35922923696,-0.732693958848,-0.769318878968,9.5818611202,10.0
6,10,Y1050348,-0.167600380788,-0.610011345351,-0.607800282189,-0.446337295783,-0.503582221677,-0.763685062109,-0.732693958848,-0.201639360744,15.315096186,10.0
6,10,Y1050367,-0.167600380788,0.216669851235,0.553311100514,1.79705090999,0.199622281252,0.228888562649,0.428197768158,0.470815574732,79.4810729859,90.0
6,10,Y1050392,-0.167600380788,-0.610011345351,-1.38352211321,0.267468042417,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,25.026510427,20.0
6,10,Y1050395,-0.167600380788,0.492230252302,-0.639189436706,-1.26211482515,-0.471977525247,-0.96219978706,-0.877805424723,-0.481974925299,4.02904078138,10.0
6,10,Y1050397,-0.167600380788,-0.610011345351,-1.38352211321,-0.0384485310974,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,20.5477898826,20.0
6,10,Y1050401,-0.167600380788,-0.610011345351,-0.445382826081,-0.650281678125,-1.025059718,-0.565170337157,-1.0229168906,-0.734276933399,11.9454750205,10.0
6,10,Y1050403,-0.167600380788,-0.610011345351,-0.681223817356,-0.24239291344,-1.2620949436,-0.366655612206,-0.877805424723,-0.706243376943,17.9746010663,20.0
6,10,Y1050409,-0.167600380788,-0.610011345351,-1.38352211321,-0.854226060468,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,8.60453509747,10.0
6,10,Y1050419,-0.167600380788,-0.610011345351,-1.38352211321,-0.752253869297,-1.2620949436,-1.35922923696,-1.31313982235,-0.769318878968,10.0974419456,10.0
6,10,Y1050427,-0.167600380788,-0.242597477262,1.74054993265,2.30691186584,0.584522337157,1.22146218741,0.428197768158,0.041902160963,86.7727273004,96.0
6,10,Y1050437,-0.167600380788,-0.610011345351,-0.600326027556,-1.4660592075,-1.2620949436,-0.763685062109,-1.0229168906,-0.678209820488,0.0,0.0
6,10,Y1050440,-0.167600380788,0.448543847981,0.980802628778,-0.854226060468,0.787392555937,0.625918012552,-0.00713662946929,0.0629273283046,11.0673613056,10.0
6,10,Y1050444,-0.167600380788,-0.610011345351,-1.05976942312,-0.446337295783,-0.550989266797,-0.565170337157,0.137974836406,-0.0240935031964,16.5262981224,10.0
7,1,Y1050302,-0.167600380788,0.0513336119181,-0.0109703950355,-1.4660592075,-0.651070806917,-0.565170337157,-0.152248095345,-0.439924590636,1.39674982316,10.0
7,1,Y1050303,-0.167600380788,1.65745708052,0.780738620042,-0.0384485310974,1.66359698313,0.427403287601,0.283086302282,0.683753797075,24.9897237099,20.0
7,1,Y1050312,-0.167600380788,-0.610011345351,-0.535727260137,-0.446337295783,-0.503582221677,0.228888562649,-0.877805424723,-0.495991703527,15.3765720697,10.0
7,1,Y1050340,-0.167600380788,-0.610011345351,1.92659478415,-0.446337295783,0.00209292595336,1.22146218741,0.283086302282,-0.226168722643,17.5226453875,10.0
7,1,Y1050347,-0.167600380788,0.96461950466,0.40132831629,0.777328998273,0.37718163497,0.625918012552,0.718420699909,-0.0596026746796,37.1819175734,20.0
7,1,Y1050351,-0.167600380788,-0.610011345351,2.00089387247,1.08324557179,0.983890778612,0.625918012552,1.44397802929,0.29525542743,70.5679852125,70.0
7,1,Y1050352,-0.167600380788,0.380237786406,1.82243194376,1.49113433647,0.764605530077,-0.168140887254,1.73420096104,-0.298705549971,77.879569315,80.0
7,1,Y1050377,-0.167600380788,0.712678569188,0.257005999684,1.08324557179,-0.882838582637,-0.366655612206,0.137974836406,-0.646672069475,40.470171937,40.0
