username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050274,3.0,179.33333333333334,523.3333333333334,1.6666666666666667,23.222222223333333,39.666666666666664,1.6666666666666667,19.11111111,36.666666666666664,0.0,0.0,0.0,8.666666666666666,7.0,1.6666666666666667,0.798611111,0.201388889,8.551140018333333,4.666666666666667,4.0,0.375,8.666666666666666,1.0,0.0,0.0,8.333333333333334,0.7083333333333334,3.6666666666666665,0.2916666666666667,11.666666666666666,1.7013888889999997,2.6666666666666665,0.22916666666666666,0.0,0.0,20.0,2.4097222223333334,6.333333333333333,0.5208333333333334,26.333333333333332,2.930555555666667,23.0,2.930555555666667,0.0,0.0,35.0,3.930555555666667,84.33333333333333,9.791666666666666,3.0,3.0,1.3333333333333333,3.0,8.765454545,7.333333333,80.0
Y1050275,2.6666666666666665,147.77777776666667,651.3333333333334,1.3333333333333333,15.555555556666667,24.666666666666668,2.0,30.266666666666666,115.33333333333333,0.0,0.0,0.0,14.0,11.666666666666666,2.3333333333333335,0.5343137253333333,0.13235294133333333,8.291568996666667,3.0,9.0,0.42401960800000005,13.0,0.6053921569999999,1.0,0.02941176466666667,10.666666666666666,0.536764706,28.666666666666668,1.0343137253333332,35.0,1.125,14.333333333333334,0.4215686273333334,0.0,0.0,45.666666666666664,1.6617647060000003,43.0,1.4558823529999998,88.66666666666667,3.1176470586666665,60.0,2.0833333333333335,1.0,0.02941176466666667,102.66666666666667,3.7843137253333334,252.33333333333334,9.014705883333333,1.0,1.0,0.3333333333333333,1.0,3.6363636360000005,5.0,20.0
Y1050276,2.0,324.5,758.3333333333334,1.0,87.0,87.0,1.0,44.333333333333336,54.666666666666664,0.0,0.0,0.0,9.666666666666666,6.666666666666667,3.0,0.469551282,0.19711538466666667,1.7367166853333333,4.333333333333333,1.3333333333333333,0.092948718,9.333333333333334,0.641025641,0.3333333333333333,0.025641025666666668,1.3333333333333333,0.09775641033333334,2.3333333333333335,0.16506410266666668,32.666666666666664,2.392628205,4.666666666666667,0.3205128206666667,0.0,0.0,34.0,2.4903846153333333,7.0,0.485576923,41.0,2.9759615383333333,46.666666666666664,3.3541666666666665,0.3333333333333333,0.025641025666666668,50.666666666666664,3.642628205,138.66666666666666,9.998397436666666,3.0,3.0,2.0,3.0,6.477272727000001,4.0,40.0
Y1050277,1.0,239.1111111,717.3333333333334,1.0,13.888888889999999,41.666666666666664,1.0,38.77777776666667,116.33333333333333,0.0,0.0,0.0,8.0,8.0,0.0,0.3333333333333333,0.0,4.076757556666666,1.6666666666666667,5.333333333333333,0.22222222233333333,8.0,0.3333333333333333,1.3333333333333333,0.055555555666666666,8.0,0.3333333333333333,18.333333333333332,0.763888889,59.333333333333336,2.4722222223333334,13.666666666666666,0.5694444443333334,0.0,0.0,67.33333333333333,2.805555555666667,32.0,1.3333333333333333,99.33333333333333,4.13888889,79.66666666666667,3.319444444333333,1.3333333333333333,0.055555555666666666,107.33333333333333,4.4722222233333335,287.6666666666667,11.986111110000001,0.0,0.0,0.0,0.0,0.0,2.0,10.0
Y1050278,2.3333333333333335,149.33333333333334,326.3333333333333,1.6666666666666667,24.444444443333335,39.333333333333336,1.6666666666666667,8.222222222333334,14.0,0.0,0.0,0.0,6.666666666666667,5.0,1.6666666666666667,0.7666666666666666,0.2333333333333333,9.709320719333332,6.333333333333333,1.3333333333333333,0.1777777776666667,5.333333333333333,0.7666666666666666,2.0,0.32222222233333336,1.6666666666666667,0.16666666666666666,2.3333333333333335,0.3,1.3333333333333333,0.1777777776666667,1.0,0.12222222233333334,0.0,0.0,3.0,0.34444444433333327,3.3333333333333335,0.42222222233333334,6.333333333333333,0.7666666666666666,7.0,0.9777777776666667,2.0,0.32222222233333336,13.0,1.7666666666666666,28.333333333333332,3.8333333333333335,3.0,3.0,2.3333333333333335,3.0,6.735454545,4.666666667,54.0
Y1050279,4.666666666666667,464.75,2206.0,4.666666666666667,35.80555555666667,162.66666666666666,3.3333333333333335,54.822222223333334,192.0,0.0,0.0,0.0,16.333333333333332,12.666666666666666,3.6666666666666665,0.7585747586666667,0.24142524133333335,8.050820993333334,2.0,8.0,0.46436896433333336,16.0,0.9761904763333334,1.3333333333333333,0.07975357966666667,13.333333333333334,0.6913086913333334,17.0,0.9130869129999999,105.0,6.063936064,22.666666666666668,1.2713952716666668,0.3333333333333333,0.025641025666666668,118.33333333333333,6.755244755,40.0,2.2101232103333333,158.33333333333334,8.965367964666667,140.66666666666666,8.145521146,1.3333333333333333,0.07975357966666667,174.66666666666666,9.965367964666667,475.0,27.156010653333336,3.0,3.0,2.6666666666666665,3.0,9.431818182,6.666666667,70.0
Y1050280,2.3333333333333335,91.11111111333332,152.0,0.3333333333333333,8.666666666666666,8.666666666666666,1.3333333333333333,9.666666666666666,14.666666666666666,0.0,0.0,0.0,3.6666666666666665,3.3333333333333335,0.3333333333333333,0.9444444443333334,0.055555555666666666,2.5428839460000003,2.6666666666666665,0.3333333333333333,0.055555555666666666,3.0,0.888888889,1.6666666666666667,0.5555555553333335,0.0,0.0,0.3333333333333333,0.055555555666666666,6.333333333333333,1.6111111110000003,2.3333333333333335,0.44444444433333335,0.0,0.0,6.333333333333333,1.6111111110000003,2.6666666666666665,0.5,9.0,2.111111111,10.666666666666666,2.5,1.6666666666666667,0.5555555553333335,12.666666666666666,3.111111111,34.0,8.277777776666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.636363636,2.0,10.0
Y1050281,0.6666666666666666,86.0,86.0,0.3333333333333333,2.6666666666666665,2.6666666666666665,0.3333333333333333,13.333333333333334,13.333333333333334,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.111111111,0.22222222233333333,4.070733,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.111111111,1.0,0.3333333333333333,1.3333333333333333,0.4444444443333333,8.333333333333334,2.777777777666666,0.6666666666666666,0.22222222233333333,0.0,0.0,9.333333333333334,3.1111111109999996,2.0,0.6666666666666666,11.333333333333334,3.777777776666667,9.666666666666666,3.222222222333334,0.3333333333333333,0.111111111,12.333333333333334,4.11111111,33.666666666666664,11.222222223333333,0.0,0.0,0.0,0.0,0.0,2.0,10.0
Y1050282,2.0,186.11111110000002,391.3333333333333,1.6666666666666667,14.166666666666666,23.333333333333332,2.0,23.61111111,56.0,0.0,0.0,0.0,5.0,3.6666666666666665,1.3333333333333333,0.638888889,0.36111111100000004,4.980482372333333,2.3333333333333335,2.3333333333333335,0.44444444433333335,4.0,0.763888889,1.3333333333333333,0.20833333333333334,7.0,1.6666666666666667,3.3333333333333335,0.4583333333333333,11.0,1.7083333333333333,1.6666666666666667,0.25,0.0,0.0,18.0,3.375,5.0,0.7083333333333334,23.0,4.083333333333333,15.333333333333334,2.513888889,1.3333333333333333,0.20833333333333334,28.0,5.083333333333333,67.66666666666667,11.888888889,0.0,0.0,0.0,0.0,0.0,4.0,10.0
Y1050283,2.0,162.0,324.0,1.0,17.833333333333332,30.666666666666668,1.3333333333333333,15.666666666666666,31.333333333333332,0.0,0.0,0.0,5.0,1.6666666666666667,3.3333333333333335,0.26666666666666666,0.4000000000000001,4.806970999,1.3333333333333333,2.3333333333333335,0.3333333333333333,4.666666666666667,0.6,0.6666666666666666,0.10000000000000002,6.0,0.7000000000000001,8.333333333333334,0.9333333333333335,4.666666666666667,0.6333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.06666666666666667,10.666666666666666,1.3333333333333333,10.666666666666666,1.3333333333333333,21.333333333333332,2.6666666666666665,10.666666666666666,1.4666666666666668,0.6666666666666666,0.10000000000000002,26.333333333333332,3.3333333333333335,59.0,7.566666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.545454545,2.0,20.0
