username,active_avg_count,active_sum_count,hw_mean,qz_mean,final_score
101302503,2.74084947495,0.645971235089,0.527881293122,0.39437165298,61.0
102602012,-1.06370623452,-1.03169426336,-5.99999329588,-3.65457165197,52.57
103602527,1.7958710587,2.47615177886,0.316481669392,0.259406876205,47.15
104602001,0.619433435697,0.402386054804,0.229005963121,0.394371652902,58.21
104602002,-0.29892277121,-0.28667472546,0.207137036415,0.407868130611,69.33
104602003,0.916018046785,0.728263525726,0.239940426198,-0.604367695465,55.3
104602005,1.98706692459,1.48754706068,0.473208976739,0.799265983396,74.12
104602006,-0.460416172336,-0.62133004072,0.389378091307,-0.41541700809,61.13
104602007,1.50830719627,2.08224601434,0.341995417161,0.988216671097,85.72
104602008,-0.333245619465,-0.217549201325,0.444050407907,0.893741327365,72.53
104602009,-1.10330952088,-1.06131948799,0.422181481313,0.988216670931,79.78
104602010,0.648475845687,1.44914399171,0.553395040891,1.17716735863,76.68
104602011,-0.0106988540006,0.242190395699,0.309192027266,0.475350518998,70.97
104602012,0.480381896848,1.33064309319,0.396667733433,0.448357563741,88.14
104602013,-0.760081039112,-0.918679517555,0.465919334508,0.799265983556,66.43
104602014,-1.10330952088,-1.06131948799,-0.733226807231,-1.84604364245,50.89
104602016,-1.10330952088,-1.06131948799,0.385733270356,-0.901290204601,25.71
104602017,-0.0128990364891,-0.608163274218,0.236295605247,0.556329385181,52.83
104602018,-0.765361477294,-0.920873978639,0.167044004283,0.178428010105,54.02
104602019,-0.471505092516,0.00518859866408,0.440405586739,-0.30744518665,80.67
104602020,-1.09274864452,-1.05693056583,0.101437224383,0.853251894157,77.99
104602021,-1.03413578071,-0.930749053515,0.163399183109,-0.658353606304,80.61
104602022,0.580622215145,0.62731831588,0.323771311518,0.880244849657,83.56
104602023,-0.884171336368,-0.884665370759,-0.193793284556,0.718287117295,95.5
104602024,-0.474145311606,-0.420536851565,-0.798833586908,-0.523388829447,72.67
104602025,-0.900892723933,-0.857234607213,-0.27033452775,-0.401920530299,61.38
104602026,-0.498699349148,-0.799081388496,-3.7766524254,-3.03373367852,25.57
104602027,-0.0818087547523,-0.28667472546,0.265454173967,0.664301206539,57.3
104602028,-1.0571056868,-1.02291641903,0.444050407802,0.880244849496,104.16
104602029,-0.937635772952,-0.894540445635,0.338350596098,-0.766325427744,67.13
104602030,-1.00086902017,-0.879179218049,0.243585247477,-1.76506477627,54.11
104602031,-0.628730139358,-0.423828543191,0.0103166970483,-1.41415635662,50.2
104602032,-1.10330952088,-1.06131948799,0.312836848224,0.988216671097,51.06
104602033,0.677078219159,-0.274605189502,-0.0844486515722,-0.34793461962,82.94
104602035,-0.342926422806,-0.402981162896,0.433115944613,0.988216671097,80.48
104602037,1.91974133778,1.16276682029,0.367509164713,0.502343474502,61.61
104602501,0.0392452905497,0.295954692251,0.32377131163,-0.0510121105615,56.93
104602502,-0.117847745338,-0.153909829903,0.301902384813,0.151435054683,67.38
104602503,0.593911317728,0.107231039054,-0.492668614669,-0.739332472405,48.27
104602504,0.0994862894739,0.304732536583,0.356574701413,-0.901290204523,71.49
104602505,0.314488130739,-0.0573535422201,0.305547206203,0.934230760335,81.71
104602506,-0.863049583643,-0.780428469284,0.232650784072,0.286399831462,63.62
104602507,-1.10330952088,-1.06131948799,0.1233061512,-0.30744518665,39.87
104602508,1.28476864651,1.34051816807,0.145175077794,-0.685346561566,60.32
104602509,1.0293274495,1.04426592177,-0.0297763351951,-1.79205773177,47.45
104602510,0.0605870614441,0.365080216386,0.454984870991,0.718287117295,70.1
104602511,2.37966750337,2.25670567049,0.414891839076,0.772273028056,78.77
104602513,0.156955058328,0.28498238683,0.487788260886,0.961223715757,93.69
104602514,-0.735438994276,-0.833095535292,0.243585247261,0.556329385099,74.75
104602515,-0.906613198637,-0.901123828886,-0.580144321164,0.232413920866,60.84
104602516,-0.062183126187,-0.077103691973,0.407602196733,0.961223715675,56.89
104602517,-0.676254082988,-0.506120833828,-0.0188418716783,0.650804728908,82.97
104602519,0.645835626607,0.853347807495,0.414891838971,0.772273028217,94.97
104602520,1.27112751445,1.98898141829,-1.13780194937,-1.03625498146,48.24
104602521,0.827130670913,0.700832762185,0.334705774707,0.54283290755,80.87
104602522,1.6161601462,2.26658074537,-0.120896862641,-0.509892351738,59.34
104602524,-0.218396088947,-0.339341791468,0.0576993711945,-0.415417007929,68.02
104602525,-1.10330952088,-1.06131948799,-0.350520591791,-0.30744518665,59.69
104602526,-0.88219117205,-0.69374725648,0.433115944502,0.61031529586,76.48
