username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050160,2.0,371.3333333333333,504.0,2.0,35.944444444333335,47.333333333333336,2.0,37.611111111,50.0,0.0,0.0,0.0,5.333333333333333,2.0,3.3333333333333335,0.19999999999999998,0.7999999999999999,9.128648565333332,1.6666666666666667,4.333333333333333,0.85,5.333333333333333,1.0,0.0,0.0,15.666666666666666,3.6,7.333333333333333,1.8166666666666667,9.666666666666666,3.233333333333333,3.6666666666666665,0.6166666666666667,0.0,0.0,25.333333333333332,6.833333333333333,11.0,2.433333333333333,36.333333333333336,9.266666666666667,17.333333333333332,4.716666666666667,0.0,0.0,41.666666666666664,10.266666666666667,95.33333333333333,24.25,0.0,0.0,0.0,0.0,0.0,77.5,30.0
Y1050161,1.6666666666666667,186.66666666666666,296.3333333333333,1.0,25.833333333333332,38.666666666666664,0.3333333333333333,14.333333333333334,14.333333333333334,0.0,0.0,0.0,2.0,0.3333333333333333,1.6666666666666667,0.055555555666666666,0.27777777766666667,3.6199392400000003,1.0,1.0,0.16666666666666666,2.0,0.3333333333333333,0.0,0.0,2.0,0.3333333333333333,1.6666666666666667,0.27777777766666667,4.333333333333333,0.7222222223333333,0.6666666666666666,0.111111111,0.0,0.0,6.333333333333333,1.0555555556666667,2.3333333333333335,0.388888889,8.666666666666666,1.4444444443333333,7.0,1.1666666666666667,0.0,0.0,10.666666666666666,1.7777777776666666,26.333333333333332,4.38888889,0.0,0.0,0.0,0.0,0.0,82.5,40.0
Y1050162,3.0,553.5555555666667,1660.6666666666667,2.6666666666666665,24.88888889,65.33333333333333,2.6666666666666665,137.2222222,367.6666666666667,0.0,0.0,0.0,13.333333333333334,11.0,2.3333333333333335,0.8264957263333335,0.17350427366666668,10.682890626666667,5.0,12.0,0.8987179486666665,13.0,0.9777777776666667,0.3333333333333333,0.025641025666666668,63.0,4.761111111333334,111.0,8.641452992666666,118.66666666666667,8.947008546,36.0,2.793162393333333,0.3333333333333333,0.025641025666666668,181.66666666666666,13.708119659333335,147.33333333333334,11.460256409333333,329.0,25.168376066666667,167.0,12.664529915666668,0.3333333333333333,0.025641025666666668,342.3333333333333,26.168376066666667,838.6666666666666,64.02692307666668,0.0,0.0,0.0,0.0,0.0,50.0,30.0
Y1050163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050164,1.0,12.111111110000001,36.333333333333336,0.0,0.0,0.0,1.0,1.3333333333333333,4.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.6666666666666666,0.22222222233333333,0.111111111,2.4767925429999997,0.6666666666666666,0.3333333333333333,0.055555555666666666,1.3333333333333333,0.22222222233333333,0.6666666666666666,0.111111111,0.0,0.0,0.0,0.0,0.3333333333333333,0.055555555666666666,0.0,0.0,0.3333333333333333,0.055555555666666666,0.3333333333333333,0.055555555666666666,0.3333333333333333,0.055555555666666666,0.6666666666666666,0.111111111,1.6666666666666667,0.27777777766666667,0.6666666666666666,0.111111111,2.6666666666666665,0.4444444443333333,5.666666666666667,0.9444444443333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050165,1.0,24.833333333333332,48.333333333333336,0.0,0.0,0.0,0.6666666666666666,5.666666666666667,11.333333333333334,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.111111111,0.22222222233333333,2.499397604666666,0.6666666666666666,0.6666666666666666,0.22222222233333333,1.0,0.3333333333333333,0.3333333333333333,0.111111111,1.0,0.3333333333333333,0.3333333333333333,0.111111111,7.333333333333333,2.444444444333333,0.3333333333333333,0.111111111,0.0,0.0,8.333333333333334,2.777777777666666,0.6666666666666666,0.22222222233333333,9.0,3.0,8.333333333333334,2.777777777666666,0.3333333333333333,0.111111111,10.0,3.3333333333333335,27.666666666666668,9.222222223333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050166,1.6666666666666667,35.5,103.0,1.0,2.1666666666666665,4.0,1.0,1.8888888890000002,5.666666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,2.5260874676666663,0.6666666666666666,0.3333333333333333,0.111111111,1.0,0.3333333333333333,0.0,0.0,1.3333333333333333,0.4444444443333333,0.0,0.0,2.6666666666666665,0.888888889,0.0,0.0,0.0,0.0,4.0,1.3333333333333333,0.0,0.0,4.0,1.3333333333333333,3.6666666666666665,1.2222222223333332,0.0,0.0,5.0,1.6666666666666667,12.666666666666666,4.2222222233333335,0.0,0.0,0.0,0.0,0.0,82.5,20.0
Y1050167,2.3333333333333335,284.05555556666667,622.0,1.3333333333333333,70.83333333333333,79.66666666666667,1.6666666666666667,18.0,26.0,0.0,0.0,0.0,8.0,4.0,4.0,0.5496632996666666,0.45033670033333334,6.426507911333332,4.666666666666667,2.6666666666666665,0.32912457933333333,7.0,0.888888889,1.0,0.20370370366666668,1.6666666666666667,0.22474747466666667,1.3333333333333333,0.19444444433333333,7.666666666666667,1.069023569,1.0,0.15067340066666665,0.3333333333333333,0.08333333333333333,9.333333333333334,1.2937710436666667,2.6666666666666665,0.42845117833333335,12.0,1.7222222223333334,14.333333333333334,1.8745791246666668,1.0,0.20370370366666668,20.0,2.722222222333333,47.333333333333336,6.522727272666667,1.3333333333333333,1.0,1.6666666666666667,1.0,2.444444444,95.0,30.0
Y1050168,2.0,119.16666666666667,317.6666666666667,1.3333333333333333,11.166666666666666,20.333333333333332,1.3333333333333333,9.333333333333334,26.666666666666668,0.0,0.0,0.0,3.6666666666666665,2.6666666666666665,1.0,0.2962962963333334,0.37037037033333337,7.252633991333333,3.0,2.0,0.22222222233333333,2.6666666666666665,0.5555555556666666,1.6666666666666667,0.18518518533333336,8.333333333333334,0.925925926,5.0,0.5555555556666667,2.6666666666666665,0.2962962963333334,2.6666666666666665,0.2962962963333334,1.3333333333333333,0.148148148,11.0,1.2222222223333332,9.0,1.0,20.0,2.2222222223333334,8.0,1.148148148,2.0,0.22222222233333333,23.666666666666668,2.8888888890000004,53.666666666666664,6.48148148,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.9444444440000002,30.0,10.0
Y1050169,2.3333333333333335,264.3333333333333,701.6666666666666,2.0,26.666666666666668,58.0,2.3333333333333335,39.11111111,105.33333333333333,0.0,0.0,0.0,8.0,4.0,4.0,0.5,0.5,5.2743287636666665,3.0,4.666666666666667,0.6969696966666667,7.666666666666667,0.9696969696666667,0.3333333333333333,0.03030303033333333,40.666666666666664,5.8787878786666665,14.333333333333334,1.3030303030000001,30.0,2.7272727270000003,5.333333333333333,0.48484848500000005,0.0,0.0,70.66666666666667,8.606060606,19.666666666666668,1.787878787666667,90.33333333333333,10.393939393333333,42.333333333333336,4.121212121,0.3333333333333333,0.03030303033333333,98.33333333333333,11.393939393333333,231.33333333333334,25.939393936666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
