username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,indicator,final_score
Y1050274,2.8,258.35,638.6,1.6,27.833333334,41.2,1.8,33.6,71.6,0.0,13.2,10.2,3.0,0.773538961,0.226461039,7.7221359314,4.2,5.0,0.3488095238,13.0,0.993939394,0.2,0.006060606,12.4,1.1444805196,7.2,0.4165584414,32.4,1.9481060606,3.8,0.2266774892,0.0,0.0,44.8,3.0925865802,11.0,0.6432359306,55.8,3.7358225108,48.8,3.1340909092,0.2,0.006060606,69.0,4.7358225108,173.8,11.611796536,2.4,2.4,1.0,2.4,8.612941176,6.8,1.0,80.0
Y1050275,1.6,88.66666666,390.8,0.8,9.333333334,14.8,1.2,18.16,69.2,0.0,8.4,7.0,1.4,0.3205882352,0.0794117648,4.974941398,1.8,5.4,0.2544117648,7.8,0.3632352942,0.6,0.0176470588,6.4,0.3220588236,17.2,0.6205882352,21.0,0.675,8.6,0.2529411764,0.0,0.0,27.4,0.9970588236,25.8,0.8735294118,53.2,1.8705882352,36.0,1.25,0.6,0.0176470588,61.6,2.2705882352,151.4,5.40882353,0.6,0.6,0.2,0.6,2.352941176,3.0,0.0,20.0
Y1050276,2.4,305.66,840.2,1.8,66.88,101.6,1.8,31.96,54.0,0.0,11.4,8.2,3.2,0.6257307692,0.1742692308,1.8459059538,4.2,2.4,0.1197692308,10.8,0.709948718,0.8,0.098051282,2.4,0.1226538462,3.6,0.1870384616,24.8,1.7609102564,8.0,0.5176410258,0.0,0.0,27.2,1.8835641026,11.6,0.7046794872,38.8,2.5882435896,43.4,2.9805,0.8,0.098051282,50.2,3.3882435896,133.2,9.055038462,2.4,2.4,1.4,2.4,7.151764706,3.0,0.0,40.0
Y1050277,0.8,242.26666666,529.2,0.6,8.333333334,25.0,0.8,24.46666666,71.0,0.0,5.4,4.8,0.6,0.2,0.2,5.250025474,1.6,3.2,0.1333333334,5.4,0.4,0.8,0.0333333334,4.8,0.2,11.0,0.4583333334,35.6,1.4833333334,8.2,0.3416666666,0.0,0.0,40.4,1.6833333334,19.2,0.8,59.6,2.483333334,48.4,2.1916666666,0.8,0.0333333334,65.0,2.883333334,173.8,7.591666666,0.0,0.0,0.0,0.0,0.0,2.4,0.0,10.0
Y1050278,3.6,147.3,502.8,1.8,21.016666666,49.0,2.6,9.0333333334,24.8,0.0,6.8,4.2,2.6,0.6111111112,0.3888888888,10.7853182216,4.2,2.6,0.3777777778,5.6,0.78,1.2,0.1933333334,1.2,0.1222222222,5.0,0.6333333334,6.2,0.7777777778,2.2,0.268888889,0.0,0.0,7.4,0.9,7.2,0.9022222222,14.6,1.8022222222,13.0,1.671111111,1.2,0.1933333334,21.4,2.8022222222,50.2,6.468888888,2.4,2.4,1.6,2.4,7.122941176,5.0,0.0,54.0
Y1050279,4.6,426.65,1984.8,4.4,34.783333334,150.8,3.4,54.626666668,188.8,0.2,14.8,11.6,3.2,0.7730935732,0.2269064268,7.6913783326,2.0,7.0,0.4581085582,14.6,0.9857142858,0.8,0.0478521478,10.8,0.6481185482,15.4,0.976057276,93.8,6.0986180488,33.0,2.3051448554,0.2,0.0153846154,104.6,6.7467365966,48.6,3.2965867466,153.2,10.0433233428,139.0,9.2411588416,0.8,0.0478521478,168.0,11.0433233428,461.0,30.375657674,2.4,2.4,1.8,2.4,9.455882353,6.0,1.0,70.0
Y1050280,2.4,71.166666668,133.0,0.4,5.4,5.4,1.6,8.7333333334,15.2,0.0,4.0,2.8,1.2,0.7666666666,0.2333333334,4.8372333536,2.6,0.6,0.1,3.6,0.9333333334,1.2,0.3666666666,1.0,0.1666666666,0.6,0.1,5.2,1.3,2.0,0.3666666666,0.0,0.0,6.2,1.4666666666,2.6,0.4666666666,8.8,1.9333333332,10.0,2.3,1.2,0.3666666666,12.8,2.9333333332,32.8,7.5333333326,0.4,0.4,0.4,0.4,0.411764706,1.6,0.0,10.0
Y1050281,0.4,51.6,51.6,0.2,1.6,1.6,0.2,8.0,8.0,0.0,0.6,0.2,0.4,0.0666666666,0.1333333334,2.4424398,0.2,0.6,0.2,0.6,0.2,0.2,0.0666666666,0.6,0.2,0.8,0.2666666666,5.0,1.6666666666,0.4,0.1333333334,0.0,0.0,5.6,1.8666666666,1.2,0.4,6.8,2.266666666,5.8,1.9333333334,0.2,0.0666666666,7.4,2.466666666,20.2,6.733333334,0.0,0.0,0.0,0.0,0.0,1.2,0.0,10.0
Y1050282,1.2,111.66666666,234.8,1.0,8.5,14.0,1.2,14.166666666,33.6,0.0,3.0,2.2,0.8,0.3833333334,0.2166666666,2.9882894234,1.4,1.4,0.2666666666,2.4,0.4583333334,0.8,0.125,4.2,1.0,2.0,0.275,6.6,1.025,1.0,0.15,0.0,0.0,10.8,2.025,3.0,0.425,13.8,2.45,9.2,1.5083333334,0.8,0.125,16.8,3.05,40.6,7.1333333334,0.0,0.0,0.0,0.0,0.0,2.4,0.0,10.0
Y1050283,2.0,110.066666666,214.2,0.6,10.7,18.4,1.4,10.8,21.2,0.0,3.6,1.4,2.2,0.46,0.34,3.3051469938,2.0,1.8,0.4,3.2,0.66,0.4,0.06,4.6,0.92,5.2,0.66,2.8,0.38,1.6,0.5,0.2,0.04,7.4,1.3,7.0,1.2,14.4,2.5,7.2,1.48,0.4,0.06,18.0,3.3,40.0,7.34,0.2,0.2,0.2,0.2,0.352941176,3.8,0.0,20.0
