evaluation_num,kfold_split_num,username,active_num_days,seek_video_sum,video_forward_seek_sum,mt_online_practice_num_day,qz_mean,hw_mean,label_val_predict,label_val_test
2,7,Y1050246,-0.819811013719,-0.788814808927,-0.403779125141,0.924511271436,-0.692742786864,0.425363891986,22.1982632033,30
2,7,Y9999991,-0.512531922193,0.279632762953,0.912117903678,-0.528755569277,0.941782469826,-0.551002813895,44.0563423593,36
2,7,Y1050191,1.02386353544,2.2638925393,6.96738390621,-0.321146020604,0.0439446527712,-0.40453316093,33.6557623626,40
2,7,Y1050257,-0.512531922193,-0.636179441516,-0.275398927208,-0.528755569277,1.26408322467,-0.551002813895,48.5713795955,40
2,7,Y1050188,1.02386353544,-0.330908706693,0.27021691401,-0.528755569277,0.220442685184,0.00558186680839,39.4021556915,45
2,7,Y9999999,0.870223989673,2.11125717189,0.623262458327,-0.528755569277,1.83962028688,-0.551002813895,74.5263359882,73
2,7,Y1050185,2.56025899306,0.355950446659,-0.328890676347,2.58538766082,1.29477853465,2.96426885444,91.9818356047,99
2,8,Y1050163,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.77219831839,0
2,8,Y1050230,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.77219831839,0
2,8,Y1050271,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.77219831839,0
2,8,Y1050172,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-0.516244754451,-0.551002813895,19.4053112955,10
2,8,Y1050196,-0.512531922193,-0.865132492633,-0.446572524453,-0.528755569277,-1.07643416167,-0.551002813895,11.4898067327,10
2,8,Y1050178,-0.973450559482,-0.330908706693,-0.296795626863,-0.528755569277,-0.462527961978,-0.551002813895,20.2101672758,20
2,8,Y1050181,-0.0516132849047,-0.865132492633,-0.446572524453,-0.528755569277,-0.193943999611,-0.551002813895,26.0542886698,20
2,8,Y1050193,-0.205252830668,-0.55986175781,-0.446572524453,-0.528755569277,-0.807850199307,-0.551002813895,16.4474357547,20
2,8,Y1050215,0.102026260858,-0.483544074104,-0.371684075658,-0.528755569277,-0.500897099459,-0.551002813895,21.9029527115,20
2,8,Y9999994,-0.819811013719,-0.788814808927,-0.414477474969,-0.528755569277,-0.270682274573,-0.551002813895,23.2231832235,20
2,8,Y1050161,-0.666171467956,-0.865132492633,-0.446572524453,-0.528755569277,0.266485650161,-0.551002813895,31.7577007567,40
2,8,Y9999997,-0.0516132849047,-0.0256379718699,-0.307493976691,-0.528755569277,1.41755977459,-0.551002813895,51.2567368189,58
2,8,Y1050190,1.63842171849,2.49284559042,0.90141955385,3.20821630684,1.26408322467,2.05000528149,81.9010854612,90
2,9,Y1050168,-0.666171467956,-0.865132492633,-0.446572524453,-0.528755569277,-1.03806502419,-0.551002813895,10.7469266911,10
2,9,Y1050216,-0.512531922193,-0.55986175781,-0.403779125141,-0.528755569277,-1.07643416167,-0.551002813895,10.9552819211,10
2,9,Y1050231,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.28218324958,10
2,9,Y1050214,0.409305352384,0.0506797118358,-0.0293368811684,-0.321146020604,-0.47787561697,-0.521708883443,23.6255328728,20
2,9,Y1050267,0.71658444391,1.19544496742,-0.221907178069,-0.321146020604,0.435309855077,-0.433827091734,41.7537894187,30
2,9,Y1050207,-0.666171467956,1.95862180448,3.46902351252,-0.528755569277,0.941782469826,-0.551002813895,47.2011120511,40
2,9,Y1050264,0.255665806621,-0.55986175781,-0.446572524453,-0.528755569277,1.31012618964,-0.551002813895,51.4500129462,40
2,9,Y9999993,-0.0516132849047,2.49284559042,1.28656014765,-0.528755569277,1.47895039456,-0.551002813895,58.2473918114,49
2,9,Y1050228,1.48478217272,1.57703338595,0.912117903678,0.716901722763,0.696219989948,1.38122484659,71.5082781228,66
2,9,Y1050192,0.409305352384,1.34808033483,0.345105362805,3.20821630684,0.657850852467,2.16366573198,70.756344889,70
2,9,Y1050261,2.71389853883,-0.865132492633,-0.446572524453,1.54733991746,1.12595432974,1.69496284299,78.8444247657,82
2,9,Y1050189,1.02386353544,1.27176265113,1.31865519713,2.17016856348,1.64010077198,2.13935176949,89.5424179461,91
2,10,Y1050165,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.06375835495,0
2,10,Y1050171,0.255665806621,-0.712497125222,-0.435874174625,-0.528755569277,-0.631352166894,-0.551002813895,19.8317089201,10
2,10,Y1050239,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.67210763651,10
2,10,Y1050240,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.52302605941,10
2,10,Y1050236,-0.973450559482,-0.865132492633,-0.446572524453,0.301682625416,-1.2299107116,-0.40453316093,6.80187804264,20
2,10,Y1050265,-0.666171467956,-0.330908706693,-0.125622029619,-0.528755569277,-0.15557486213,-0.551002813895,25.4132519653,20
2,10,Y1050199,-0.0516132849047,0.203315079247,0.762341006089,0.924511271436,-0.309051412054,0.840458888039,35.2114531029,30
2,10,Y1050249,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-0.117205724649,-0.551002813895,25.1119570524,30
2,10,Y1050180,1.1775030812,-0.865132492633,-0.446572524453,-0.528755569277,0.0439446527712,-0.551002813895,32.7605716167,40
2,10,Y1050195,1.79206126425,0.890174232599,0.00275816831498,0.0940730767426,0.419962200085,-0.243416542915,43.5496230458,40
2,10,Y1050262,-0.205252830668,-0.55986175781,-0.371684075658,-0.321146020604,1.53266718703,-0.433827091734,53.8215726412,50
2,10,Y1050268,1.79206126425,-0.254591022987,-0.286097277036,-0.528755569277,1.25640939717,-0.551002813895,63.9388461211,60
3,1,Y1050168,-0.666171467956,-0.865132492633,-0.446572524453,-0.528755569277,-1.03806502419,-0.551002813895,10.7331420982,10
3,1,Y1050184,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.05341267919,-0.551002813895,9.75532749429,10
3,1,Y1050216,-0.512531922193,-0.55986175781,-0.403779125141,-0.528755569277,-1.07643416167,-0.551002813895,10.6897436113,10
3,1,Y1050194,0.255665806621,0.279632762953,-0.136320379446,-0.528755569277,-0.577635374421,-0.551002813895,21.0329210258,20
3,1,Y1050198,-0.358892376431,-0.407226390399,-0.382382425486,-0.528755569277,-0.0865104146642,-0.551002813895,26.9524987296,20
3,1,Y1050162,0.562944898147,2.2638925393,1.60751064248,-0.528755569277,-0.040467449687,-0.551002813895,31.6091748909,30
3,1,Y1050247,-0.666171467956,-0.788814808927,-0.425175824797,0.716901722763,-0.562287719428,0.562166547863,26.3824255004,30
3,1,Y1050249,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-0.117205724649,-0.551002813895,25.0598079719,30
3,1,Y9999992,0.102026260858,-0.254591022987,-0.403779125141,-0.528755569277,0.0976614452446,-0.551002813895,31.0929477739,38
3,1,Y1050211,-0.205252830668,0.813856548893,1.07259315109,-0.528755569277,-0.884588474269,-0.258063508317,17.8119132419,40
3,1,Y1050206,0.71658444391,0.0506797118358,-0.254002227552,-0.528755569277,1.30245236215,0.122757589321,68.1937827968,70
3,1,Y1050174,2.4066194473,-0.636179441516,-0.403779125141,2.7929972095,1.21804025969,1.76526827635,80.6646828556,80
3,1,Y1050197,0.71658444391,3.94288158083,5.21285453445,1.54733991746,1.24873556967,1.32380874244,77.6350756039,80
3,2,Y1050237,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.06549329947,0
3,2,Y1050196,-0.512531922193,-0.865132492633,-0.446572524453,-0.528755569277,-1.07643416167,-0.551002813895,10.8791372779,10
3,2,Y1050178,-0.973450559482,-0.330908706693,-0.296795626863,-0.528755569277,-0.462527961978,-0.551002813895,19.9317869847,20
3,2,Y1050219,-0.358892376431,-0.0256379718699,-0.328890676347,-0.528755569277,-0.278356102069,-0.551002813895,24.4105566879,20
3,2,Y1050223,0.102026260858,1.11912728372,0.0348532177984,-0.528755569277,-0.592983029413,-0.551002813895,21.2646275151,20
3,2,Y1050254,-0.819811013719,-0.55986175781,-0.403779125141,-0.321146020604,-0.692742786864,-0.551002813895,16.2114747327,20
3,2,Y1050175,0.870223989673,0.890174232599,-0.26470057738,-0.113536471931,-0.00977213970219,-0.287357438769,33.748394061,30
3,2,Y1050248,-0.819811013719,-0.712497125222,-0.446572524453,-0.321146020604,-0.347420549535,-0.375239230478,23.0693634696,30
3,2,Y9999988,0.409305352384,0.126997395542,-0.286097277036,-0.528755569277,0.251137995169,-0.551002813895,34.6299003318,33
3,2,Y1050238,-0.666171467956,-0.712497125222,-0.446572524453,0.301682625416,1.17967112221,0.0641697280646,50.5807100545,40
3,2,Y9999986,0.562944898147,1.04280960001,0.0776466171096,-0.113536471931,0.826675057383,-0.199475647061,47.2347917423,58
3,2,Y1050224,1.02386353544,0.737538865188,0.0776466171096,-0.528755569277,1.52499335954,-0.0530059940963,71.5911334121,68
3,2,Y1050205,0.71658444391,0.966491916305,-0.36098572583,0.716901722763,1.30245236215,2.07344042571,83.9695252348,88
3,3,Y1050271,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.58475435203,0
3,3,Y1050272,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.58475435203,0
3,3,Y1050203,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.97800923522,10
3,3,Y1050233,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.47717645059,10
3,3,Y1050235,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.47717645059,10
3,3,Y1050177,0.562944898147,0.966491916305,0.655357507811,-0.321146020604,-0.631352166894,-0.551002813895,22.1854005392,20
3,3,Y1050181,-0.0516132849047,-0.865132492633,-0.446572524453,-0.528755569277,-0.193943999611,-0.551002813895,25.5424685629,20
3,3,Y1050236,-0.973450559482,-0.865132492633,-0.446572524453,0.301682625416,-1.2299107116,-0.40453316093,6.2026738833,20
3,3,Y1050200,0.562944898147,0.50858581407,-0.382382425486,-0.528755569277,-0.454854134482,-0.551002813895,24.9364608687,30
3,3,Y1050267,0.71658444391,1.19544496742,-0.221907178069,-0.321146020604,0.435309855077,-0.433827091734,40.8032541472,30
3,3,Y9999993,-0.0516132849047,2.49284559042,1.28656014765,-0.528755569277,1.47895039456,-0.551002813895,56.2569678859,49
3,3,Y9999989,-0.512531922193,-0.865132492633,-0.446572524453,-0.528755569277,1.01852074479,-0.551002813895,43.3284738726,59
3,3,Y1050190,1.63842171849,2.49284559042,0.90141955385,3.20821630684,1.26408322467,2.05000528149,82.3431006711,90
3,4,Y1050172,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-0.516244754451,-0.551002813895,19.2099354835,10
3,4,Y1050213,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.49819755491,10
3,4,Y1050239,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.87590362888,10
3,4,Y1050245,-0.819811013719,-0.712497125222,-0.435874174625,-0.528755569277,-1.2299107116,-0.551002813895,7.58114525896,10
3,4,Y1050253,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-0.92295761175,-0.551002813895,12.5744627847,10
3,4,Y1050167,-0.512531922193,-0.330908706693,-0.403779125141,-0.528755569277,0.274159477657,-0.551002813895,33.0961262195,30
3,4,Y1050220,0.255665806621,1.42439801854,0.0348532177984,-0.528755569277,-0.385789687016,-0.551002813895,24.9239505969,30
3,4,Y1050207,-0.666171467956,1.95862180448,3.46902351252,-0.528755569277,0.941782469826,-0.551002813895,46.7309259317,40
3,4,Y1050266,0.102026260858,-0.101955655576,-0.221907178069,-0.528755569277,1.34849532712,-0.551002813895,52.1736818573,40
3,4,Y1050268,1.79206126425,-0.254591022987,-0.286097277036,-0.528755569277,1.25640939717,-0.551002813895,64.7877383463,60
3,4,Y9999999,0.870223989673,2.11125717189,0.623262458327,-0.528755569277,1.83962028688,-0.551002813895,74.1270494772,73
3,4,Y1050259,-0.0516132849047,1.19544496742,0.259518564182,2.17016856348,1.64777459948,1.72279207679,83.9197102599,80
3,4,Y1050229,2.25297990154,0.966491916305,-0.211208828241,4.03865450154,1.72451287444,2.95460185736,97.2985651346,99
3,5,Y1050243,-0.819811013719,-0.712497125222,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.48252095621,10
3,5,Y1050258,-0.819811013719,-0.407226390399,-0.350287376002,-0.528755569277,-1.2299107116,-0.551002813895,7.67914565223,10
3,5,Y1050193,-0.205252830668,-0.55986175781,-0.446572524453,-0.528755569277,-0.807850199307,-0.551002813895,15.9869866281,20
3,5,Y1050215,0.102026260858,-0.483544074104,-0.371684075658,-0.528755569277,-0.500897099459,-0.551002813895,21.8055112488,20
3,5,Y1050195,1.79206126425,0.890174232599,0.00275816831498,0.0940730767426,0.419962200085,-0.243416542915,43.8879031705,40
3,5,Y1050257,-0.512531922193,-0.636179441516,-0.275398927208,-0.528755569277,1.26408322467,-0.551002813895,48.6086381372,40
3,5,Y1050264,0.255665806621,-0.55986175781,-0.446572524453,-0.528755569277,1.31012618964,-0.551002813895,51.3630791008,40
3,5,Y9999997,-0.0516132849047,-0.0256379718699,-0.307493976691,-0.528755569277,1.41755977459,-0.551002813895,52.6284539033,58
3,5,Y1050225,2.25297990154,1.95862180448,0.698150907122,2.37777811215,0.980151607307,1.88918160266,79.9942297812,75
3,5,Y1050221,1.02386353544,-0.636179441516,-0.382382425486,1.54733991746,1.15664963972,1.98409393771,79.5883136517,80
3,5,Y1050209,2.56025899306,-0.101955655576,-0.179113778758,2.58538766082,1.17967112221,2.43258401461,87.0104701426,85
3,5,Y1050182,1.63842171849,1.65335106966,-0.157717079102,1.13212082011,1.41755977459,1.83645252764,85.9555447033,90
3,5,Y1050179,1.63842171849,0.661221181482,0.109741666593,1.33973036878,1.72451287444,2.29548841954,94.076670316,95
3,6,Y1050230,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.33414498523,0
3,6,Y1050251,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.86958443292,0
3,6,Y1050231,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.86958443292,10
3,6,Y1050166,-0.512531922193,-0.788814808927,-0.446572524453,-0.528755569277,-0.616004511902,-0.551002813895,17.992641838,20
3,6,Y1050241,-0.205252830668,0.432268130365,0.259518564182,-0.528755569277,-0.462527961978,-0.551002813895,22.3560747651,20
3,6,Y9999994,-0.819811013719,-0.788814808927,-0.414477474969,-0.528755569277,-0.270682274573,-0.551002813895,22.8034842227,20
3,6,Y1050226,-0.358892376431,0.203315079247,-0.26470057738,-0.528755569277,0.473678992558,-0.551002813895,36.2738878112,40
3,6,Y1050188,1.02386353544,-0.330908706693,0.27021691401,-0.528755569277,0.220442685184,0.00558186680839,39.2895911396,45
3,6,Y1050222,0.71658444391,-0.636179441516,-0.221907178069,-0.528755569277,0.558091095016,-0.551002813895,38.495450896,50
3,6,Y1050262,-0.205252830668,-0.55986175781,-0.371684075658,-0.321146020604,1.53266718703,-0.433827091734,52.8506796935,50
3,6,Y1050173,0.870223989673,0.126997395542,-0.136320379446,-0.113536471931,1.24873556967,-0.316651369222,62.4078020047,70
3,6,Y1050192,0.409305352384,1.34808033483,0.345105362805,3.20821630684,0.657850852467,2.16366573198,72.3046433804,70
3,6,Y1050186,1.48478217272,1.57703338595,0.676754207466,1.9625590148,1.17199729471,2.37604672873,85.9813264174,85
3,7,Y1050163,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.04768162621,0
3,7,Y1050217,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.04768162621,10
3,7,Y1050210,-0.358892376431,-0.636179441516,-0.403779125141,-0.528755569277,-0.385789687016,-0.551002813895,22.2247823343,20
3,7,Y1050214,0.409305352384,0.0506797118358,-0.0293368811684,-0.321146020604,-0.47787561697,-0.521708883443,22.9081673244,20
3,7,Y1050160,-0.205252830668,-0.407226390399,-0.211208828241,-0.528755569277,-0.293703757062,-0.551002813895,24.2213610167,30
3,7,Y1050180,1.1775030812,-0.865132492633,-0.446572524453,-0.528755569277,0.0439446527712,-0.551002813895,32.2215032649,40
3,7,Y1050191,1.02386353544,2.2638925393,6.96738390621,-0.321146020604,0.0439446527712,-0.40453316093,36.3474159261,40
3,7,Y1050255,0.255665806621,0.0506797118358,0.163233415732,1.13212082011,0.642503197475,0.435323828263,46.5887585731,40
3,7,Y1050273,-0.666171467956,-0.788814808927,-0.393080775314,0.924511271436,0.412288372589,0.986928541004,46.1712494695,40
3,7,Y9999990,1.48478217272,0.50858581407,-0.136320379446,-0.528755569277,1.44058125708,-0.551002813895,66.2748995296,63
3,7,Y1050208,2.56025899306,1.57703338595,2.86991592216,0.716901722763,0.688546162452,1.82180556223,79.1046325677,70
3,7,Y1050202,1.48478217272,0.0506797118358,-0.189812128585,0.924511271436,1.03386839978,2.11972483613,83.0571292065,75
3,7,Y1050189,1.02386353544,1.27176265113,1.31865519713,2.17016856348,1.64010077198,2.13935176949,90.1633710161,91
3,8,Y1050164,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.22067201487,0
3,8,Y1050171,0.255665806621,-0.712497125222,-0.435874174625,-0.528755569277,-0.631352166894,-0.551002813895,19.9423927379,10
3,8,Y1050232,-0.512531922193,-0.407226390399,-0.16841542893,-0.528755569277,-1.2299107116,-0.551002813895,9.17383206278,10
3,8,Y1050244,-0.819811013719,-0.55986175781,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,8.2557445839,10
3,8,Y1050252,-0.819811013719,-0.636179441516,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,8.17964355353,10
3,8,Y1050269,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-0.846219336788,-0.551002813895,13.1694900594,10
3,8,Y9999987,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,0.251137995169,-0.551002813895,30.1831096669,27
3,8,Y9999991,-0.512531922193,0.279632762953,0.912117903678,-0.528755569277,0.941782469826,-0.551002813895,43.6658558541,36
3,8,Y1050270,-0.512531922193,-0.101955655576,-0.435874174625,0.716901722763,0.22811651268,1.01124250349,44.3572283848,40
3,8,Y9999996,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,1.25640939717,-0.551002813895,45.7690129436,54
3,8,Y1050228,1.48478217272,1.57703338595,0.912117903678,0.716901722763,0.696219989948,1.38122484659,71.9266160506,66
3,8,Y1050201,1.02386353544,1.88230412077,0.163233415732,1.75494946613,0.657850852467,1.82034086559,72.666018587,68
3,8,Y1050176,1.63842171849,1.50071570224,0.976308002645,2.37777811215,1.1950187772,2.76624188391,89.8665033213,90
3,9,Y1050165,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.32035983738,0
3,9,Y1050183,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.908353911,10
3,9,Y1050227,-0.205252830668,-0.0256379718699,-0.382382425486,-0.528755569277,-0.692742786864,-0.551002813895,18.1919583886,10
3,9,Y1050234,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.32035983738,10
3,9,Y1050240,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.77660978921,10
3,9,Y1050187,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-0.692742786864,-0.551002813895,15.2215653473,20
3,9,Y1050242,-0.666171467956,-0.254591022987,0.184630115388,-0.528755569277,-0.616004511902,-0.551002813895,18.1139234597,20
